GEO.id,Zipcode,GEO.display-label,NAICS.id,NAICS.display-label,RCPSZFE.id,RCPSZFE.display-label,YEAR.id,ESTAB
8610000US11432,11432,"ZIP 11432 (Jamaica, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11433,11433,"ZIP 11433 (Jamaica, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11434,11434,"ZIP 11434 (Jamaica, NY)",7211,Traveler accommodation,1,All establishments,2012,11
8610000US11435,11435,"ZIP 11435 (Jamaica, NY)",7211,Traveler accommodation,1,All establishments,2012,6
8610000US11436,11436,"ZIP 11436 (Jamaica, NY)",7211,Traveler accommodation,1,All establishments,2012,3
8610000US11509,11509,"ZIP 11509 (Atlantic Beach, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11510,11510,"ZIP 11510 (Baldwin, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11514,11514,"ZIP 11514 (Carle Place, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11520,11520,"ZIP 11520 (Freeport, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11530,11530,"ZIP 11530 (Garden City, NY)",7211,Traveler accommodation,1,All establishments,2012,5
8610000US11542,11542,"ZIP 11542 (Glen Cove, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11545,11545,"ZIP 11545 (Glen Head, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11552,11552,"ZIP 11552 (West Hempstead, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11554,11554,"ZIP 11554 (East Meadow, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11556,11556,"ZIP 11556 (Uniondale, NY)",7211,Traveler accommodation,1,All establishments,2012,8
8610000US11558,11558,"ZIP 11558 (Island Park, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11559,11559,"ZIP 11559 (Lawrence, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11560,11560,"ZIP 11560 (Locust Valley, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11561,11561,"ZIP 11561 (Long Beach, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11563,11563,"ZIP 11563 (Lynbrook, NY)",7211,Traveler accommodation,1,All establishments,2012,3
8610000US11566,11566,"ZIP 11566 (Merrick, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11570,11570,"ZIP 11570 (Rockville Centre, NY)",7211,Traveler accommodation,1,All establishments,2012,4
8610000US11576,11576,"ZIP 11576 (Roslyn, NY)",7211,Traveler accommodation,1,All establishments,2012,3
8610000US11590,11590,"ZIP 11590 (Westbury, NY)",7211,Traveler accommodation,1,All establishments,2012,4
8610000US11701,11701,"ZIP 11701 (Amityville, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11704,11704,"ZIP 11704 (West Babylon, NY)",7211,Traveler accommodation,1,All establishments,2012,3
8610000US11706,11706,"ZIP 11706 (Bay Shore, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11714,11714,"ZIP 11714 (Bethpage, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11716,11716,"ZIP 11716 (Bohemia, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11717,11717,"ZIP 11717 (Brentwood, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11720,11720,"ZIP 11720 (Centereach, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11721,11721,"ZIP 11721 (Centerport, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11722,11722,"ZIP 11722 (Central Islip, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11725,11725,"ZIP 11725 (Commack, NY)",7211,Traveler accommodation,1,All establishments,2012,5
8610000US11726,11726,"ZIP 11726 (Copiague, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11729,11729,"ZIP 11729 (Deer Park, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11732,11732,"ZIP 11732 (East Norwich, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11735,11735,"ZIP 11735 (Farmingdale, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11738,11738,"ZIP 11738 (Farmingville, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11741,11741,"ZIP 11741 (Holbrook, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11742,11742,"ZIP 11742 (Holtsville, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11743,11743,"ZIP 11743 (Huntington, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11746,11746,"ZIP 11746 (Huntington Station, NY)",7211,Traveler accommodation,1,All establishments,2012,3
8610000US11747,11747,"ZIP 11747 (Melville, NY)",7211,Traveler accommodation,1,All establishments,2012,3
8610000US11749,11749,"ZIP 11749 (Islandia, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11753,11753,"ZIP 11753 (Jericho, NY)",7211,Traveler accommodation,1,All establishments,2012,4
8610000US11757,11757,"ZIP 11757 (Lindenhurst, NY)",7211,Traveler accommodation,1,All establishments,2012,4
8610000US11758,11758,"ZIP 11758 (Massapequa, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11762,11762,"ZIP 11762 (Massapequa Park, NY)",7211,Traveler accommodation,1,All establishments,2012,1
