ZIP CODE,tc_2 # OF PROPERTIES,tc_2  FY'2017 MARKET VALUE LAND,tc_2  FY'2017 MARKET VALUE TOTAL,tc_2  FY'2017 ASSESSED VALUE LAND,tc_2  FY'2017 ASSESSED VALUE TOTAL,tc_2  FY'2017 EXEMPT VALUE LAND,tc_2  FY'2017 EXEMPT VALUE TOTAL,tc_2  FY'2017 ACTUAL ASSESSED VALUE LAND,tc_2  FY'2017 ACTUAL ASSESSED VALUE TOTAL,tc_2  Average Actual Assessment Ratio,tc_2  Median Actual Assessment Ratio,tc_2  FY'2017 ACTUAL EXEMPT VALUE LAND,tc_2  FY'2017 ACTUAL EXEMPT VALUE TOTAL,tc_2  TOTAL UNITS,tc_2  RESIDENTIAL UNITS,tc_2  LAND SQUARE FEET,tc_2 GROSS SQUARE FEET,tc_2 Taxable Assessed Value,tc_2 Total Taxes,tc_2 Average Taxable Effective Tax Rate,tc_2 Median Taxable Effective Tax Rate,tc_2 Taxes w/out Exemption,tc_2 Average Effective Tax Rate w/out Exemption,tc_2 Median Effective Tax Rate w/out Exemption,tc_2 Average Market Value Per Residential Unit,tc_2  Average Market Value Per Gross Square Foot,tc_2 Actual Assessed Value Per Residential Unit,tc_2 Actual Assessed Value Per Gross Square Foot,tc_2 Taxes w/out Exemption Per Residential Unit,tc_2 Taxes w/out Exemption Per Gross Square Foot,tc_1 # of Properties,tc_1 Finance FY'2017 Market Value Total,tc_1 Average Market Value,tc_1 Finance FY'2017 Assessed Value Land,tc_1 Finance FY'2017 Assessed Value Total,tc_1 Average Assessed Value,tc_1 Finance FY'2017 Exempt Value Land,tc_1 Finance FY'2017 Exempt Value Total,"tc_1 Finance FY'2017 Taxable Assessed Value 
(Assessed Value minus Exempt Value)","tc_1 FY'2017 Taxes
(Taxable Assessed Value * Tax Rate)",tc_1 FY'2017 Average Effective Tax Rate (Taxes ÷ Market Value),tc_1 FY'2017 Median Effective Tax Rate,"tc_1 FY'2017 Average Assessment Ratio
(Assessed Value ÷ Market Value)",tc_1 FY'2017 Median Actual Assessment Ratio,tc_1 FY'2017 Taxes w/out Exemptions,tc_1 FY'2017 Average Taxes w/out Exemptions,tc_1 FY'2017 Average Effective Tax Rate w/out Exemptions,tc_1 FY'2017 Median Effective Tax Rate w/out Exemption
10021,3740,2067828302,8970125094,858097856,3388886094,49596333,153291044,865414241,3837537804,0.4278,0.45,50725509,169421495,29773,28886,25284367,42130156,3230441333,416468497,0.0464,0.0507,494735374,0.0552,0.058,310535,213,132851,91,17127,11.74,173,988281951,5712612,8928355,20386092,117839,101953,101953,20284139,4055002,0.0041,0.0038,0.0206,0.0191,4075384,23557,0.0041,0.0038
10022,5191,1866548985,8143139699,780459816,3119398153,52702598,115656235,788936904,3536869336,0.4343,0.45,58303370,129513251,47996,47210,24866087,53213086,3000913153,386877724,0.0475,0.0502,455973195,0.056,0.058,172488,153,74918,66,9658,8.57,209,455585493,2179835,2459161,8253502,39490,231650,1583074,6670428,1333485,0.0029,0.003,0.0181,0.0189,1649958,7895,0.0036,0.0038
10023,8622,2891598397,11640923771,1123045834,4247980345,73269271,391168801,1158263534,4896243592,0.4206,0.45,87727596,468713986,44252,43631,54831661,65736667,3855220907,497015079,0.0427,0.0501,631223724,0.0542,0.058,266804,177,112219,74,14467,9.6,592,1176461349,1987266,6999869,24547401,41465,593869,3968311,20579090,4113966,0.0035,0.003,0.0209,0.0204,4907271,8289,0.0042,0.0041
10024,4702,2364052818,8952898149,865948028,3082306494,52838667,176145393,872429950,3505932067,0.3916,0.45,54051198,191489556,36721,35495,11937931,47812847,2905507496,374578026,0.0418,0.0486,451984762,0.0505,0.058,252230,187,98773,73,12734,9.45,201,2029800039,10098508,24796674,59894871,297984,1479308,2666905,57227966,11440443,0.0056,0.0054,0.0295,0.0274,11973584,59570,0.0059,0.0055
10025,7041,1510540245,7408995500,606397571,2641686763,135994280,578686972,605789735,3132291686,0.4228,0.45,136131556,683065654,48644,47892,124674645,61124629,2062731434,265927336,0.0359,0.0483,403815044,0.0545,0.058,154702,121,65403,51,8432,6.61,124,191199388,1541931,1714502,4123983,33258,110707,268508,3855475,770748,0.004,0.0036,0.0216,0.0186,824425,6649,0.0043,0.0037
10026,3222,355584525,1719929589,116789531,605619551,59009177,414578629,122480881,710489722,0.4131,0.45,62064580,492654595,22557,22231,12070745,20910789,190503511,24559713,0.0143,0.0068,91596335,0.0533,0.058,77366,82,31959,34,4120,4.38,325,511548324,1573995,3881876,11083343,34103,505341,1446278,9637065,1926546,0.0038,0.0033,0.0217,0.0193,2215671,6817,0.0043,0.0039
10027,1932,428744344,2289080046,128969120,805715217,68864389,494140973,134329092,932742233,0.4075,0.45,70934562,566429751,27341,26758,7592869,26318561,311375783,40142566,0.0175,0.0103,120249129,0.0525,0.058,85548,87,34858,35,4494,4.57,466,863835111,1853723,4981068,15383666,33012,463536,1038526,14345140,2867737,0.0033,0.0032,0.0178,0.0166,3075349,6599,0.0036,0.0033
10028,3095,1805744415,8053988206,728549594,3011456965,35473926,116956085,729186376,3410583576,0.4235,0.45,36389659,130120248,31377,30362,8756967,39122736,2886183437,372086769,0.0462,0.0496,439692435,0.0546,0.058,265265,206,112331,87,14482,11.24,183,242684000,1326142,2044945,5495012,30027,227429,499118,4995894,998729,0.0041,0.0042,0.0226,0.0222,1098508,6003,0.0045,0.0044
10029,1943,721364494,3757190819,253699633,1295780563,173216009,828932558,265595359,1537863135,0.4093,0.45,176931719,989222123,35218,34251,11460969,33782538,465597970,60024890,0.016,0.0228,198261315,0.0528,0.058,109696,111,44900,46,5788,5.87,52,43815000,842596,770608,1353607,26031,81366,141708,1211899,242271,0.0055,0.0054,0.0309,0.0286,270600,5204,0.0062,0.0057
10030,1315,236540387,976233383,69750588,324439953,34668546,204480732,71060968,381302077,0.3906,0.45,34782080,241246545,13315,12960,3648718,11849071,119746142,15437673,0.0158,0.0098,49157464,0.0504,0.058,75327,82,29421,32,3793,4.15,31,27189000,877065,721351,1041558,33599,69093,78362,963196,192553,0.0071,0.0081,0.0383,0.0434,208218,6717,0.0077,0.0087
10031,1646,245005350,1626857019,77027528,549165525,25001736,182867726,78907071,654135960,0.4021,0.45,25248122,223559776,23254,22582,6574825,21842584,365796169,47158442,0.029,0.0403,84331208,0.0518,0.058,72042,74,28967,30,3734,3.86,290,443914250,1530739,4301319,11502287,39663,354473,3594875,7907412,1580771,0.0036,0.0033,0.0259,0.0278,2299422,7929,0.0052,0.0056
10032,1156,212777465,1451840006,82524467,520549450,21064779,127472270,85559532,631773573,0.4352,0.45,21939491,153437729,21884,21298,9345097,21750269,392465901,50596704,0.0349,0.0451,81448249,0.0561,0.058,68168,67,29664,29,3824,3.74,32,179710000,5615938,1919780,4940500,154391,9300,9300,4931200,985796,0.0055,0.0054,0.0275,0.0268,987655,30864,0.0055,0.0054
10033,729,180753428,1384767989,74777081,529639632,6900107,35510494,79329721,618148041,0.4464,0.45,7113652,42682979,20713,20037,4984726,20260918,492747312,63524983,0.0459,0.0466,79691645,0.0575,0.058,69111,68,30850,31,3977,3.93,49,84180000,1717959,612428,1822230,37188,47374,281454,1540776,308017,0.0037,0.0031,0.0216,0.0197,364282,7434,0.0043,0.0039
10034,429,110340996,951721002,48143342,364193556,9635549,57768120,48573544,425752186,0.4473,0.45,9918302,68556173,16080,15734,3885247,13876970,306170916,39471554,0.0415,0.0469,54887972,0.0577,0.058,60488,69,27059,31,3488,3.96,13,72421000,5570846,1098854,2153207,165631,13440,13440,2139767,427761,0.0059,0.0055,0.0297,0.0278,430448,33111,0.0059,0.0056
10035,1133,273918162,1317405393,83222311,447356771,47572792,319156217,89601303,514012064,0.3902,0.45,48900519,366559694,15630,15189,4703317,14245727,127259925,16406350,0.0125,0.0045,66266435,0.0503,0.058,86734,92,33841,36,4363,4.65,1,1386000,1386000,14195,29631,29631,0,0,29631,5924,0.0043,0.0043,0.0214,0.0214,5924,5924,0.0043,0.0043
10036,3014,897769816,4760586843,302198859,1668894243,83826300,770985016,350408211,1949199790,0.4094,0.45,116846664,926207500,22650,22207,10308459,36152118,892282181,115033019,0.0242,0.0401,251290837,0.0528,0.058,214373,132,87774,54,11316,6.95,9,7575000,841667,115362,221042,24560,4650,4650,216392,43259,0.0057,0.0061,0.0292,0.031,44189,4910,0.0058,0.0062
10037,448,141292823,875704431,47442734,316903564,33932167,232052180,52646939,375983909,0.4294,0.45,35178721,274654297,10844,10728,3922059,9633668,84846904,10938463,0.0125,0.0119,48471846,0.0554,0.058,81628,91,35047,39,4518,5.03,310,4307958536,13896640,52410112,136290037,439645,4293153,13687760,122602277,24509421,0.0057,0.0065,0.0316,0.0326,27245741,87889,0.0063,0.0065
10038,1623,496906497,2486380141,210151563,923621701,49441957,317364689,211914672,1080506309,0.4346,0.45,49957006,372832879,12072,11785,4337890,19411291,604509658,77933385,0.0313,0.0493,139298873,0.056,0.058,210978,128,91685,56,11820,7.18,149,2128217563,14283339,21913736,58768389,394419,747495,2083950,56684439,11331786,0.0053,0.0056,0.0276,0.0283,11748389,78848,0.0055,0.0056
10039,635,144328985,811723833,57621489,306723843,44862804,244905901,58954729,355977231,0.4385,0.45,45711352,284427614,12155,11920,10814503,13211690,60641012,7817839,0.0096,0.0051,45892585,0.0565,0.058,68098,61,29864,27,3850,3.47,289,2638587266,9130060,29701745,74701915,258484,1092103,2151588,72550327,14503536,0.0055,0.0059,0.0283,0.0298,14933660,51674,0.0057,0.006
10040,458,126324694,976776992,50394315,371592884,5737999,44973901,56337881,438974769,0.4494,0.45,5808368,54365429,16372,15970,3958885,14773017,326338065,42071503,0.0431,0.0494,56592627,0.0579,0.058,61163,66,27487,30,3544,3.83,1,7421000,7421000,126965,294900,294900,0,0,294900,58953,0.0079,0.0079,0.0397,0.0397,58953,58953,0.0079,0.0079
10041,1,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,160692,3678000,0,0,#DIV/0!,0,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,6971,3454559452,495562,83909046,176018076,25250,14711095,16637227,159380849,31861826,0.0092,0.0099,0.051,0.0533,35187774,5048,0.0102,0.0106
10044,587,403828255,1491464392,180949906,606795724,180949891,606795677,181722720,671158984,0.45,0.45,181722705,671158937,11962,11875,5251122,9213711,47,6,0,0,86525816,0.058,0.058,125597,162,56519,73,7286,9.39,4147,1456499286,351218,34790771,77874952,18779,6790061,8207201,69667751,13927280,0.0096,0.0102,0.0535,0.0551,15567982,3754,0.0107,0.011
10065,4503,1795412698,7121662364,752025428,2716558711,29538885,129554404,753325591,3058010947,0.4294,0.45,30362333,139607098,22840,22056,10396737,37144883,2585448957,333316080,0.0468,0.0515,394238771,0.0554,0.058,322890,192,138648,82,17874,10.61,5673,1704301234,300423,36836473,92684024,16338,7721006,9116443,83567581,16705995,0.0098,0.0105,0.0544,0.0567,18528463,3266,0.0109,0.0113
10069,2132,200308655,1811697003,82621689,695215991,8358660,256376283,90138945,815263735,0.45,0.45,15905135,301324651,4615,4592,10357661,9822318,438839708,56575215,0.0312,0.0401,105103801,0.058,0.058,394533,184,177540,83,22888,10.7,9200,4839910844,526077,96579528,246631498,26808,17104265,20760975,225870523,45153776,0.0093,0.0103,0.051,0.0553,49304103,5359,0.0102,0.011
10075,2984,1123605166,4951653295,459107764,1853689018,18341791,81097208,461138080,2103702445,0.4248,0.45,19171908,95609513,18409,17884,11222241,23363935,1766469158,227733204,0.046,0.0504,271209319,0.0548,0.058,276876,212,117630,90,15165,11.61,11000,4417521468,401593,89044406,232269617,21115,20472820,25141602,207128015,41406961,0.0094,0.0102,0.0526,0.0556,46433019,4221,0.0105,0.0111
10103,1,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,61755,1329229,0,0,#DIV/0!,0,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,17102,7731794362,452099,159388581,402298169,23523,44514056,55125551,347172618,69403278,0.009,0.01,0.052,0.0553,80423427,4703,0.0104,0.011
10162,1,20500000,110534000,9225000,35844660,0,0,9225000,49740300,0.45,0.45,0,0,427,427,34500,530809,35844660,4621094,0.0418,0.0418,6412519,0.058,0.058,258862,208,116488,94,15018,12.08,4204,2462233935,585688,47389327,127531883,30336,8110416,9833185,117698698,23529147,0.0096,0.0102,0.0518,0.0542,25494899,6064,0.0104,0.0108
10271,1,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,49614,1736513,0,0,#DIV/0!,0,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,8561,3957978170,462327,82137665,216536498,25293,21664372,26801177,189735321,37929988,0.0096,0.0104,0.0547,0.0567,43287811,5056,0.0109,0.0113
10280,3363,277393280,1529667022,124802775,596100362,124802775,596052303,124826988,688350236,0.45,0.45,124826988,688288346,5485,5473,2393303,9962892,48059,6196,0,0,88742112,0.058,0.058,279493,154,125772,69,16215,8.91,10211,5581361153,546603,112381100,297102421,29096,24113100,29204773,267897648,53555419,0.0096,0.0107,0.0532,0.0573,59393745,5817,0.0106,0.0115
10282,449,71491381,1123026004,31324836,418697412,31324836,418697412,32171119,505361702,0.45,0.45,32171119,505361702,3166,3154,312436,5718138,0,0,0,0,65151231,0.058,0.058,356064,196,160229,88,20657,11.39,5723,2336081005,408192,61221755,124739136,21796,10275283,11820199,112918937,22573625,0.0097,0.0102,0.0534,0.0545,24936601,4357,0.0107,0.0109
10128,5627,1794414353,8441284383,727687026,3138049341,68371918,246896793,734354998,3584891973,0.4247,0.45,69081527,279340298,36345,35506,28350232,48733044,2889151277,372469383,0.0441,0.0517,462164273,0.0548,0.058,237742,173,100966,74,13017,9.48,19860,9843465405,495643,203592351,534172577,26897,53362009,64660418,469512159,93860176,0.0095,0.0106,0.0543,0.0572,106786440,5377,0.0108,0.0114
10129,13,5645564,60898998,2513835,22807225,219124,574374,2540506,27404551,0.45,0.45,230130,659140,201,191,34565,382157,22232851,2866259,0.0471,0.0431,3532995,0.058,0.058,318843,159,143479,72,18497,9.24,23769,11057906823,465224,223041643,577202061,24284,53960176,67312707,509889354,101931981,0.0092,0.0104,0.0522,0.0561,115388464,4855,0.0104,0.0112
10301,879,117868053,425002985,34817290,138472444,11241514,31932360,41009718,155074957,0.3649,0.45,13712419,35809113,7399,7318,12355622,7871397,106038334,13670462,0.0322,0.047,19992263,0.047,0.058,58076,54,21191,20,2732,2.54,532,205100133,385527,3956085,8490400,15959,1875903,4536129,3954271,790498,0.0039,0.0035,0.0414,0.0299,1697316,3190,0.0083,0.006
10302,91,18162000,59099001,4682264,15733640,550000,2420841,5312624,16816252,0.2845,0.2062,770860,2621859,938,886,894772,751585,13277969,1711796,0.029,0.0217,2167951,0.0367,0.0266,66703,79,18980,22,2447,2.88,598,260845567,436197,3299766,8209682,13729,723614,1886524,6323158,1264063,0.0048,0.0043,0.0315,0.0246,1641198,2744,0.0063,0.0049
10303,77,31511000,77877000,11458661,25736039,8816456,18944261,12488801,30208136,0.3879,0.1963,9867566,23017247,1749,1725,3583715,2890425,6790752,875464,0.0112,0.0201,3894433,0.05,0.0253,45146,27,17512,10,2258,1.35,1200,517030540,430859,8551542,20309912,16925,1345343,2605220,17704692,3539345,0.0068,0.0066,0.0393,0.0374,4060155,3383,0.0079,0.0075
10304,481,78514632,311367457,23356815,107621562,7477715,58307248,27982345,122598828,0.3937,0.45,10200338,68299578,6016,5928,22754302,5921568,49198862,6342717,0.0204,0.0507,15805441,0.0508,0.058,52525,53,20681,21,2666,2.67,790,298208133,377479,4414365,12410785,15710,826791,2580446,9830339,1965183,0.0066,0.0064,0.0416,0.0457,2481040,3141,0.0083,0.0091
10305,488,50532744,161918331,16599181,50654653,6527849,19143630,19083653,64052541,0.3956,0.45,7861451,27012983,2970,2918,12742044,3287446,31488535,4059502,0.0251,0.0496,8257654,0.051,0.058,55489,49,21951,19,2830,2.51,952,372681291,391472,6233227,15986609,16793,932965,3377365,12609244,2520714,0.0068,0.0061,0.0429,0.0427,3195883,3357,0.0086,0.0085
10306,501,52756013,157898496,17038547,50738679,2746551,7931187,20112317,62554952,0.3962,0.45,2770043,8300089,2995,2943,11503467,3371270,42802880,5518147,0.0349,0.0502,8064584,0.0511,0.058,53652,47,21256,19,2740,2.39,1860,690379703,371172,8932313,25305248,13605,1733488,6325182,18980066,3794305,0.0055,0.0052,0.0367,0.0331,5058772,2720,0.0073,0.0066
10307,20,3344000,8916330,933031,2530367,148957,377220,972541,2926689,0.3282,0.2598,150398,370793,105,89,342778,208425,2151706,277398,0.0311,0.018,377309,0.0423,0.0335,100183,43,32884,14,4239,1.81,1658,680971092,410718,10355042,26792979,16160,1772155,4907264,21885715,4375173,0.0064,0.0065,0.0393,0.0406,5356184,3231,0.0079,0.0081
10308,145,8529697,22675809,2951665,7649413,511318,1350533,3004320,8816076,0.3888,0.45,521750,1519934,385,377,1641051,1042573,6298880,812052,0.0358,0.0386,1136569,0.0501,0.058,60148,22,23385,8,3015,1.09,1375,584590303,425157,9440463,25829382,18785,1399004,2719192,23110190,4619958,0.0079,0.0082,0.0442,0.0443,5163552,3755,0.0088,0.0089
10309,14,636000,2507000,135738,699173,35913,335233,135738,699173,0.2789,0,35913,335233,20,18,1746366,1277275,363940,46919,0.0187,0,90137,0.036,0,139278,2,38843,1,5008,0.07,1820,671867642,369158,12183510,30340593,16671,1929132,4909612,25430981,5083907,0.0076,0.0079,0.0452,0.05,6065388,3333,0.009,0.01
10310,166,32853999,83622995,10329205,26868031,5442202,13885696,11510475,30246152,0.3617,0.3641,6232600,16214719,1776,1738,3360794,1586892,12963975,1671316,0.02,0.0385,3899334,0.0466,0.0469,48114,53,17403,19,2244,2.46,1854,767556600,414000,13745577,37034907,19976,1963185,5240577,31794330,6356005,0.0083,0.0092,0.0483,0.0529,7403648,3993,0.0096,0.0106
10312,109,5354980,13340128,1321106,3857714,86155,322539,1321106,4341813,0.3255,0.45,86456,346435,205,198,1629466,944339,3535175,455755,0.0342,0.0386,559747,0.042,0.058,67374,14,21928,5,2827,0.59,4292,2061872236,480399,40288721,112548598,26223,8570778,12412046,100136552,20018298,0.0097,0.0105,0.0546,0.056,22499590,5242,0.0109,0.0112
