ZIP CODE,tc_2 # OF PROPERTIES,tc_2  FY'2017 MARKET VALUE LAND,tc_2  FY'2017 MARKET VALUE TOTAL,tc_2  FY'2017 ASSESSED VALUE LAND,tc_2  FY'2017 ASSESSED VALUE TOTAL,tc_2  FY'2017 EXEMPT VALUE LAND,tc_2  FY'2017 EXEMPT VALUE TOTAL,tc_2  FY'2017 ACTUAL ASSESSED VALUE LAND,tc_2  FY'2017 ACTUAL ASSESSED VALUE TOTAL,tc_2  Average Actual Assessment Ratio,tc_2  Median Actual Assessment Ratio,tc_2  FY'2017 ACTUAL EXEMPT VALUE LAND,tc_2  FY'2017 ACTUAL EXEMPT VALUE TOTAL,tc_2  TOTAL UNITS,tc_2  RESIDENTIAL UNITS,tc_2  LAND SQUARE FEET,tc_2 GROSS SQUARE FEET,tc_2 Taxable Assessed Value,tc_2 Total Taxes,tc_2 Average Taxable Effective Tax Rate,tc_2 Median Taxable Effective Tax Rate,tc_2 Taxes w/out Exemption,tc_2 Average Effective Tax Rate w/out Exemption,tc_2 Median Effective Tax Rate w/out Exemption,tc_2 Average Market Value Per Residential Unit,tc_2  Average Market Value Per Gross Square Foot,tc_2 Actual Assessed Value Per Residential Unit,tc_2 Actual Assessed Value Per Gross Square Foot,tc_2 Taxes w/out Exemption Per Residential Unit,tc_2 Taxes w/out Exemption Per Gross Square Foot,tc_1 # of Properties,tc_1 Finance FY'2017 Market Value Total,tc_1 Average Market Value,tc_1 Finance FY'2017 Assessed Value Land,tc_1 Finance FY'2017 Assessed Value Total,tc_1 Average Assessed Value,tc_1 Finance FY'2017 Exempt Value Land,tc_1 Finance FY'2017 Exempt Value Total,"tc_1 Finance FY'2017 Taxable Assessed Value 
(Assessed Value minus Exempt Value)","tc_1 FY'2017 Taxes
(Taxable Assessed Value * Tax Rate)",tc_1 FY'2017 Average Effective Tax Rate (Taxes ÷ Market Value),tc_1 FY'2017 Median Effective Tax Rate,"tc_1 FY'2017 Average Assessment Ratio
(Assessed Value ÷ Market Value)",tc_1 FY'2017 Median Actual Assessment Ratio,tc_1 FY'2017 Taxes w/out Exemptions,tc_1 FY'2017 Average Taxes w/out Exemptions,tc_1 FY'2017 Average Effective Tax Rate w/out Exemptions,tc_1 FY'2017 Median Effective Tax Rate w/out Exemption
11040,3,3200000,13116000,1440000,5303790,671748,671748,1440000,5902200,0.45,0.45,699852,699852,208,208,303343,167090,4632042,597163,0.0455,0.0456,760912,0.058,0.058,63058,78,28376,35,3658,4.55,9581,4546869120,474571,84438979,183249403,19126,10932849,18890074,164359329,32857073,0.0072,0.0078,0.0403,0.0427,36633388,3824,0.0081,0.0085
11101,2669,204366830,1650670871,60687445,584192470,19696887,430641310,77478204,664470873,0.4025,0.45,23848346,484563509,20241,19870,18668453,18036079,153289004,19762018,0.012,0.0053,85663585,0.0519,0.058,83074,92,33441,37,4311,4.75,7558,7555096462,999616,91400185,304591687,40301,15000672,24466554,280125133,55999815,0.0074,0.0077,0.0403,0.0405,60890924,8056,0.0081,0.0081
11102,1937,181580284,1123988856,56571026,339522689,15822741,122500550,58347763,382592696,0.3404,0.45,16772501,135093297,11293,10990,5677566,10306735,216848342,27956088,0.0249,0.0235,49323850,0.0439,0.058,102274,109,34813,37,4488,4.79,7876,5911267920,750542,105943040,253525578,32190,13668970,16626033,236899545,47358588,0.008,0.0084,0.0429,0.0445,50682298,6435,0.0086,0.0089
11103,1366,198741639,1065670073,53334892,261270823,5304698,36102552,53610489,294976292,0.2768,0.1801,5263396,37372849,11014,10623,3907294,8330457,225028581,29010685,0.0272,0.0183,38028344,0.0357,0.0232,100317,128,27768,35,3580,4.56,2695,2985491645,1107789,17821862,63298059,23487,2592789,5893088,57404971,11475828,0.0038,0.0035,0.0212,0.0211,12653915,4695,0.0042,0.0042
11104,875,83073336,770440612,33583613,262273595,2090537,10357016,33870869,308121293,0.3999,0.45,2225940,11356296,10565,10427,6382816,9109727,251914419,32476807,0.0422,0.047,39722997,0.0516,0.058,73889,85,29550,34,3810,4.36,3985,1733703640,435057,45301105,72116712,18097,6739035,10021066,62095646,12413541,0.0072,0.0088,0.0416,0.0497,14416852,3618,0.0083,0.0099
11105,826,165001251,664146162,48941419,205124204,5269275,23519552,49154662,227737829,0.3429,0.3846,5309690,24525203,7610,7369,3491098,6787771,181601232,23412031,0.0353,0.0275,29359961,0.0442,0.0496,90127,98,30905,34,3984,4.33,3748,2906849624,775574,37717583,85924413,22925,6078937,10023788,75900625,15173294,0.0052,0.0053,0.0296,0.0294,17177149,4583,0.0059,0.0059
11106,1244,198378052,1220174800,70157206,387261109,25463609,120605443,72217487,444910476,0.3646,0.45,25510606,131372915,15503,15260,10163972,12789516,266481546,34354801,0.0282,0.0184,57357859,0.047,0.058,79959,95,29155,35,3759,4.48,8585,7025544460,818351,81494335,282899443,32953,17419345,44005005,238894438,47757387,0.0068,0.0072,0.0403,0.0412,56554428,6588,0.008,0.0082
11109,196,62201359,928966005,24007633,365089559,24007633,365089559,27977252,418006991,0.45,0.45,27977252,418006991,4372,4325,1119968,5137402,0,0,0,0,53889461,0.058,0.058,214790,181,96649,81,12460,10.49,6256,12388670436,1980286,44433152,186845485,29867,7311677,11568198,175277287,35039682,0.0028,0.0026,0.0151,0.014,37352281,5971,0.003,0.0028
11201,6114,774453557,5182009363,259187302,1667858795,65918904,725559093,265313073,1953405933,0.377,0.45,66873088,856633145,37044,36417,26204943,49136962,939232044,121085795,0.0234,0.014,251833093,0.0486,0.058,142296,105,53640,40,6915,5.13,3847,3558155725,924917,22842946,74187296,19284,4043209,9518975,64668321,12927844,0.0036,0.0034,0.0208,0.0189,14830782,3855,0.0042,0.0038
11203,1077,127552089,781009461,36787746,239347155,11383514,64552384,45157796,276204789,0.3537,0.3627,11620088,74967231,12548,12149,5134528,11246552,174780251,22532670,0.0289,0.0345,35608321,0.0456,0.0468,64286,69,22735,25,2931,3.17,2448,5455426051,2228524,20117141,84894091,34679,2905088,5192092,79701999,15933227,0.0029,0.0027,0.0156,0.0147,16971178,6933,0.0031,0.0029
11204,2086,250235587,902024200,63932317,237601062,6093385,27496003,64422412,269065561,0.2983,0.2133,6051756,31301407,11844,11418,9324310,12833119,209912428,27061910,0.03,0.022,34687932,0.0385,0.0275,79000,70,23565,21,3038,2.7,5882,5726419680,973550,67039621,165614480,28156,9574839,15352630,150261850,30038846,0.0052,0.0055,0.0289,0.0303,33107991,5629,0.0058,0.0061
11205,3258,290658696,1609884389,72131523,470727459,33367739,254937985,74577890,520973329,0.3236,0.45,33713235,274025832,15238,14848,11001030,19025217,214686555,27677391,0.0172,0.0054,67163882,0.0417,0.058,108424,85,35087,27,4523,3.53,7265,7210679748,992523,102469322,275480439,37919,15179457,28163726,247316713,49441084,0.0069,0.0069,0.0382,0.0377,55071295,7580,0.0076,0.0075
11206,3572,253111431,2109279013,81679748,622482601,52032337,464291042,86229492,713079575,0.3381,0.4056,53889772,536568222,28447,27856,15281383,30057928,157787888,20342015,0.0096,0.0061,91930219,0.0436,0.0523,75721,70,25599,24,3300,3.06,6487,6197570117,955383,63201976,185049382,28526,9546636,14315165,170734217,34131477,0.0055,0.0055,0.0299,0.0292,36993222,5703,0.006,0.0058
11207,2367,159215329,903151045,57338657,269902453,40644097,160409569,57677027,316290230,0.3502,0.45,41412783,194080516,16421,15989,8266969,17189429,108844152,14032188,0.0155,0.0406,40776136,0.0451,0.058,56486,53,19782,18,2550,2.37,6797,5076213223,746831,40600007,117319280,17260,6388425,14879819,102439461,20478673,0.004,0.0034,0.0231,0.0189,23453297,3451,0.0046,0.0038
11208,949,145685357,591009388,50118820,192059806,37820531,120323374,53546060,217535196,0.3681,0.3153,39782019,135979073,13219,12924,8634980,13157452,71722751,9246497,0.0156,0.0346,28044637,0.0475,0.0406,45730,45,16832,17,2170,2.13,2502,2814494865,1124898,15623129,58724857,23471,2912417,4504513,54220344,10839189,0.0039,0.0038,0.0209,0.0208,11739686,4692,0.0042,0.0042
11209,1325,181028438,1579344768,65928302,497015955,10126489,22288012,67126185,585527448,0.3707,0.45,10678811,24607228,20099,19437,10660648,19630130,474706869,61199210,0.0387,0.0286,75486199,0.0478,0.058,81255,80,30124,30,3884,3.85,9204,9178246667,997202,87751863,312940613,34001,17473744,31158149,281782464,56331132,0.0061,0.0069,0.0341,0.0373,62559958,6797,0.0068,0.0075
11210,334,83009678,545530008,32919310,191212260,3344659,15490494,33556714,224162772,0.4109,0.45,3511647,17430224,10724,10569,3329200,10731798,175431114,22616579,0.0415,0.0216,28899065,0.053,0.058,51616,51,21209,21,2734,2.69,2121,1107830777,522315,18767453,46233630,21798,3822309,5390764,40842866,8164897,0.0074,0.0085,0.0417,0.0471,9242565,4358,0.0083,0.0094
11211,4750,387804449,3003158683,103535190,742847226,30795454,349745853,109554434,851220698,0.2834,0.3793,32679131,405513117,24477,23324,12564052,27221159,392644397,50619716,0.0169,0.0065,109739372,0.0365,0.0489,128758,110,36495,31,4705,4.03,3015,2824707159,936885,31932259,79828643,26477,5398313,7717718,72110925,14415695,0.0051,0.0054,0.0283,0.03,15958544,5293,0.0056,0.006
11212,1727,221770614,1173145162,74091473,395545304,38623848,205423226,78917977,473497812,0.4036,0.363,42760070,255005463,23969,23622,11131548,21542987,190032208,24498952,0.0209,0.043,61043338,0.052,0.0468,49663,54,20045,22,2584,2.83,3754,2961671752,788938,48176582,102568679,27323,5676461,7483349,95085330,19008508,0.0064,0.0073,0.0346,0.0394,20504505,5462,0.0069,0.0079
11213,1406,159303530,1313006032,42553922,343863671,11748188,128485804,45765829,415948456,0.3168,0.45,13602576,153823315,18858,18452,7090587,18826131,215129576,27734505,0.0211,0.0142,53624075,0.0408,0.058,71158,70,22542,22,2906,2.85,7635,7054618600,923984,92294700,268734511,35198,18440452,28849443,239885068,47955424,0.0068,0.0072,0.0381,0.0383,53722716,7036,0.0076,0.0077
11214,1769,248647845,1129937262,74918266,335145234,12718928,42520213,75731863,389061624,0.3443,0.2289,12798793,47053281,16581,16263,10647779,16924245,292484536,37707106,0.0334,0.0235,50157825,0.0444,0.0295,69479,67,23923,23,3084,2.96,11377,7497314078,658989,101176931,323915121,28471,22084501,32232745,291682376,58310224,0.0078,0.0083,0.0432,0.0452,64753872,5692,0.0086,0.009
11215,4859,534746309,4013664902,84488860,620716964,18227806,153122397,86445661,692577565,0.1726,0.1745,18438014,175410329,20236,19430,9217583,21724779,466256422,60109778,0.015,0.0077,89287100,0.0222,0.0225,206571,185,35645,32,4595,4.11,6868,7282610052,1060368,113409885,269645947,39261,13353800,17365557,252280390,50433373,0.0069,0.0072,0.037,0.0382,53904921,7849,0.0074,0.0076
11216,2562,161268143,1276522449,42522518,305304934,10403546,99399705,46806547,356146233,0.279,0.318,11227646,120467541,17934,17287,9765329,15431933,204969062,26424611,0.0207,0.0219,45914372,0.036,0.041,73843,83,20602,23,2656,2.98,2900,5138749402,1771983,19307977,81575470,28129,2523841,6436056,75139414,15021120,0.0029,0.0027,0.0159,0.0146,16307752,5623,0.0032,0.0029
11217,2804,399556331,2278890447,70024485,405178746,19699201,147058393,70717187,455498379,0.1999,0.1875,19704273,173672117,16058,15471,6271165,15410805,257374731,33180750,0.0146,0.0122,58722851,0.0258,0.0242,147301,148,29442,30,3796,3.81,1579,1396086228,884158,11415543,33686668,21334,1823516,2729529,30957139,6188642,0.0044,0.0044,0.0241,0.0237,6734302,4265,0.0048,0.0047
11218,1466,182224894,1137376218,57224999,348706430,9249999,44561892,59306136,411015691,0.3614,0.45,11233114,49624608,16773,16457,6478342,17897744,303936947,39183551,0.0345,0.0196,52988143,0.0466,0.058,69112,64,24975,23,3220,2.96,6123,4280086495,699018,44538866,111288567,18175,7202542,21599913,89688654,17929659,0.0042,0.0039,0.026,0.0215,22247697,3633,0.0052,0.0043
11219,2524,237685349,1142200783,62019680,293070581,9323599,60060068,62131201,329063273,0.2881,0.192,9366705,64424340,13527,12986,7797793,16806220,232934935,30029972,0.0263,0.0156,42422837,0.0371,0.0247,87956,68,25340,20,3267,2.52,19024,10891319860,572504,184925311,547854245,28798,34462581,46077593,501776652,100310171,0.0092,0.0094,0.0503,0.0495,109521542,5757,0.0101,0.0099
11220,2558,200526303,1595332330,41018313,307817024,8958308,68693356,41714224,339336648,0.2127,0.172,9040111,76087836,15505,14611,6128654,14119911,238653848,30767254,0.0193,0.0152,43747281,0.0274,0.0222,109187,113,23225,24,2994,3.1,7344,5217426992,710434,78363285,238419828,32465,13420498,23157507,215262321,43033091,0.0082,0.0089,0.0457,0.0471,47662508,6490,0.0091,0.0094
11221,1928,178998362,1091580985,45511442,278506609,21589397,149124771,54676008,318643054,0.2919,0.2087,28272987,178982115,17212,16663,7362244,15229819,128617641,16581386,0.0152,0.0144,41079463,0.0376,0.0269,65509,72,19123,21,2465,2.7,14631,7396849747,505560,144354907,371943743,25422,28219422,34014469,337929274,67555441,0.0091,0.0094,0.0503,0.0481,74355274,5082,0.0101,0.0096
11222,2959,285229321,1973936089,45843314,325897110,6702632,113540181,51950614,368364021,0.1866,0.1292,7702939,124496605,15078,14428,6548796,13277447,212081105,27341496,0.0139,0.0093,47489490,0.0241,0.0167,136813,149,25531,28,3291,3.58,1602,1148897606,717165,8568834,30012033,18734,1420712,3226336,26785697,5354729,0.0047,0.0047,0.0261,0.0257,5999706,3745,0.0052,0.0051
11223,1195,199242080,874965864,68687753,267377922,19866203,60552676,68909343,310657321,0.3551,0.3663,19585377,72753070,12549,12198,7424651,12360420,206768126,26656547,0.0305,0.016,40049942,0.0458,0.0472,71730,71,25468,25,3283,3.24,2768,4215470064,1522930,20301584,72152116,26067,3127022,7308483,64843633,12962891,0.0031,0.0028,0.0171,0.0155,14423930,5211,0.0034,0.0031
11224,1259,158693059,1017274266,67309849,374852385,59643437,263546992,65228959,428687986,0.4214,0.45,57740158,308000851,16508,16385,15564317,16610130,108804266,14027046,0.0138,0.0199,55266455,0.0543,0.058,62086,61,26163,26,3373,3.33,607,278206614,458331,4949216,12231431,20151,1456794,6532972,5698459,1139179,0.0041,0.0064,0.044,0.0535,2445185,4028,0.0088,0.0107
11225,1040,148684893,1186939466,52512555,388236566,7232863,65654337,57313310,461944228,0.3892,0.45,7621572,76975781,19814,19271,6036911,18915000,317256258,40900677,0.0345,0.0196,59553850,0.0502,0.058,61592,63,23971,24,3090,3.15,1,538000,538000,10450,31063,31063,0,0,31063,6210,0.0115,0.0115,0.0577,0.0577,6210,6210,0.0115,0.0115
11226,1502,264570503,1736966542,91754516,564283126,5086646,36800479,105878632,690963372,0.3978,0.45,7022416,45080206,32183,31616,11467969,30730415,525150190,67702362,0.039,0.0404,89078998,0.0513,0.058,54939,57,21855,22,2818,2.9,689,643975495,934652,3586532,14649918,21263,413384,1007503,13642415,2727255,0.0042,0.0054,0.0227,0.0307,2928665,4251,0.0045,0.0061
11227,1,15000,563000,1389,52127,0,0,1389,52127,0.0926,0.0926,0,0,7,7,3402,4875,52127,6720,0.0119,0.0119,6720,0.0119,0.0119,80429,115,7447,11,960,1.38,3,1668031,556010,455,56536,18845,0,9972,46564,9309,0.0056,0.0056,0.0339,0.0339,11302,3767,0.0068,0.0068
11228,424,53628845,218721749,12749458,51954301,1249496,2955060,12821170,57435810,0.2626,0.195,1300097,3107810,2479,2323,1409747,2505743,48929041,6307932,0.0288,0.0219,7404625,0.0339,0.0251,94155,87,24725,23,3188,2.96,3985,3382080535,848703,55037967,146655699,36802,9499027,14118005,132537694,26495610,0.0078,0.0082,0.0434,0.044,29317941,7357,0.0087,0.0088
11229,1096,215585783,1023538036,91917079,364256044,39003152,89244211,91218737,427642753,0.4178,0.45,38513194,105373249,16519,16313,7692746,17448849,274047858,35330250,0.0345,0.0085,55131704,0.0539,0.058,62744,59,26215,25,3380,3.16,5991,5265973968,878981,65937875,210910500,35205,11265865,19529949,191380551,38258886,0.0073,0.0075,0.0401,0.0397,42163118,7038,0.008,0.0079
11230,1301,236112002,1296918140,91608621,452234042,12393000,52926660,93949607,533472230,0.4113,0.45,13545624,60429570,21524,21219,7721928,22478325,398535600,51379210,0.0396,0.0223,68775240,0.053,0.058,61121,58,25141,24,3241,3.06,4874,3225327778,661741,39858235,139147021,28549,7605728,14000809,125146212,25017979,0.0078,0.0081,0.0431,0.0436,27816881,5707,0.0086,0.0087
11231,2657,392923702,1326750965,56588979,245450561,7551461,61045815,58918223,268008292,0.202,0.1883,8938897,68920515,9571,9260,10832894,10120038,183839172,23700546,0.0179,0.0152,34551629,0.026,0.0243,143278,131,28943,26,3731,3.41,9577,8232033664,859563,114618549,374724933,39128,22583612,32592990,342131943,68395597,0.0083,0.0086,0.0455,0.046,74911261,7822,0.0091,0.0092
11232,1036,74122988,576819210,14148787,115194601,3011268,26892709,14742069,128993877,0.2236,0.3224,3026692,28689407,5705,5436,2605662,4925694,88254263,11377740,0.0197,0.0107,16629891,0.0288,0.0416,106111,117,23730,26,3059,3.38,8075,6543251999,810310,111063388,286874335,35526,19485014,27091491,259782844,51933188,0.0079,0.0082,0.0438,0.0437,57349048,7102,0.0088,0.0087
11233,1662,163997912,1073778722,42085460,288636165,25638620,195224848,49882407,329321806,0.3067,0.2137,31285193,226717441,17994,17543,8828783,17500728,93242585,12020834,0.0112,0.0116,42456167,0.0395,0.0276,61208,61,18772,19,2420,2.43,3338,3015347034,903339,32818554,138538392,41503,6434293,10533692,128004700,25589420,0.0085,0.0086,0.0459,0.0457,27695210,8297,0.0092,0.0091
11234,338,60714764,267258942,24989746,94927511,11842835,35448936,22956865,109261650,0.4088,0.45,10241649,39891873,4470,4417,3186881,5324202,59445769,7663749,0.0287,0.0021,14086012,0.0527,0.058,60507,50,24737,21,3189,2.65,5947,4881966908,820913,61701666,212527943,35737,11919579,17485249,195042694,38990985,0.008,0.0082,0.0435,0.0436,42486461,7144,0.0087,0.0087
11235,3013,251439330,1717813629,107267221,640370884,36285867,178938742,105102296,729851848,0.4249,0.45,36759597,200752927,25793,25426,20413224,30711565,458706789,59136479,0.0344,0.0153,94092500,0.0548,0.058,67561,56,28705,24,3701,3.06,4016,3433775424,855024,44637807,156515120,38973,8169625,11791878,144723242,28931623,0.0084,0.0085,0.0456,0.0451,31288938,7791,0.0091,0.009
11236,313,52232185,254679004,26649524,80835748,18299890,45299352,17276630,94660556,0.3717,0.2413,9123354,53445546,4844,4778,5815612,5965666,35446022,4569701,0.0179,0.0208,12203639,0.0479,0.0311,53302,43,19812,16,2554,2.05,2150,2168440509,1008577,28696130,90245982,41975,4721071,6241439,84004543,16793348,0.0077,0.008,0.0416,0.0426,18041074,8391,0.0083,0.0085
11237,2353,139004317,1343028232,23720980,179064382,4701771,38353403,26050994,193581709,0.1441,0.0965,5249868,46070276,13702,13093,7447104,11901417,140454818,18107435,0.0135,0.0114,24956554,0.0186,0.0124,102576,113,14785,16,1906,2.1,6244,5136812573,822680,83598783,241475698,38673,14235778,19186940,222288758,44437746,0.0087,0.0089,0.047,0.047,48273407,7731,0.0094,0.0094
11238,3820,360854295,2401251745,90250349,612065645,23523159,189491151,95517404,716554943,0.2984,0.45,24372987,216714789,23282,22821,16986100,22481322,422163549,54425325,0.0227,0.0122,92378263,0.0385,0.058,105221,107,31399,32,4048,4.11,6568,5017668203,763957,87349569,232408126,35385,14836664,20179320,212228806,42426661,0.0085,0.0088,0.0463,0.0464,46460708,7074,0.0093,0.0093
11239,13,67261000,420331000,29840126,170475557,29767580,169377865,30267450,189148950,0.45,0.45,30160185,188016539,7955,7949,4352958,7967066,1097692,141514,0.0003,0,24385083,0.058,0.058,52878,53,23795,24,3068,3.06,3559,2711775700,761949,49321395,127377735,35790,7535897,9298656,118079079,23605189,0.0087,0.009,0.047,0.0473,25464083,7155,0.0094,0.0095
11242,0,0,0,0,0,0,0,0,0,#DIV/0!,#NUM!,0,0,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4589,3376468594,735774,55714647,151952764,33112,9148389,12576424,139376340,27862724,0.0083,0.0086,0.045,0.045,30376877,6619,0.009,0.009
11249,4296,205227991,1932217722,61537099,580608947,23296296,417686353,68420528,690902997,0.3576,0.45,24540592,501229642,15447,14806,54473647,23184913,161965198,20880553,0.0108,0.0044,89071214,0.0461,0.058,130502,83,46664,30,6016,3.84,5934,4253395956,716784,50827571,180546201,30426,7187026,24503469,156042732,31194503,0.0073,0.0078,0.0424,0.0417,36092991,6082,0.0085,0.0083
11251,0,0,0,0,0,0,0,0,0,#DIV/0!,#NUM!,0,0,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5078,3133820717,617137,36931927,138713433,27317,6323371,10132594,128580839,25704596,0.0082,0.0085,0.0443,0.0448,27730202,5461,0.0088,0.009
11354,3136,193162637,1190442037,79576735,458140761,31129175,146303568,79392582,517757130,0.4349,0.45,31428490,157097054,15385,15160,37295905,20704169,311348130,40139001,0.0337,0.0178,66749249,0.0561,0.058,78525,57,34153,25,4403,3.22,3998,3073852066,768847,34955923,142737053,35702,8426921,13838663,128898390,25768077,0.0084,0.009,0.0464,0.0472,28534564,7137,0.0093,0.0094
11355,4064,261373387,1520511253,104338377,595154623,25854962,127470780,105902316,654944442,0.4307,0.45,26454795,133722195,20696,20352,131959010,23859924,467489686,60268770,0.0396,0.0478,84435437,0.0555,0.058,74711,64,32181,27,4149,3.54,1,811000,811000,8678,41158,41158,1550,1550,39608,7918,0.0098,0.0098,0.0507,0.0507,8228,8228,0.0101,0.0101
11356,192,29148676,83802001,6226710,17107291,352148,2059175,6256551,17876559,0.2133,0.2013,352148,2311829,736,676,2736397,1837234,15048116,1940003,0.0231,0.0163,2304646,0.0275,0.026,123967,46,26445,10,3409,1.25,1763,1520423740,862407,17335262,63681520,36121,3603498,5520298,58161222,11627010,0.0076,0.0081,0.0419,0.0416,12730573,7221,0.0084,0.0083
11357,191,91822013,332038000,35724399,119178804,14561361,15459939,36232179,140880349,0.4243,0.45,15873300,16972465,4262,4236,8366736,5029331,103718865,13371436,0.0403,0.0344,18162295,0.0547,0.058,78385,66,33258,28,4288,3.61,6326,5121605436,809612,84177098,214278466,33873,13277226,22272567,192005899,38383899,0.0075,0.0078,0.0418,0.0414,42836408,6771,0.0084,0.0083
11358,542,79642793,248883990,24241122,77013769,1660934,3710788,24219072,87611501,0.352,0.45,1697549,3818014,3161,3074,4619689,2966685,73283696,9447734,0.038,0.0455,11294875,0.0454,0.058,80964,84,28501,30,3674,3.81,2938,2443179133,831579,39087307,105836947,36023,6623549,8874638,96962309,19383735,0.0079,0.0082,0.0433,0.0434,21157864,7201,0.0087,0.0087
11360,1105,128307955,458175976,53227178,176257187,15844180,20096131,53021348,200124020,0.4368,0.45,16784280,21730265,4847,4840,134271865,6711598,156161056,20132283,0.0439,0.0521,25799989,0.0563,0.058,94664,68,41348,30,5331,3.84,6301,6804666285,1079934,69723740,270283107,42895,10856629,16920092,253363015,50649800,0.0074,0.0076,0.0397,0.0398,54032296,8575,0.0079,0.008
11361,296,67536485,245802992,23463247,84106223,3053289,7711754,23488088,99073039,0.4031,0.45,3281580,8359703,3150,3107,11088046,2938104,76337679,9841454,0.04,0.0439,12772496,0.052,0.058,79113,84,31887,34,4111,4.35,6454,4873877609,755172,80981110,215349981,33367,12387688,20133633,195216348,39025700,0.008,0.0083,0.0442,0.0443,43050615,6670,0.0088,0.0089
11362,47,71588000,210548000,31608368,81686548,10255302,10255302,31608368,93892878,0.4459,0.3871,10918425,10918425,2740,2712,5992831,3730564,71431246,9208916,0.0437,0.0435,12104670,0.0575,0.0499,77636,56,34621,25,4463,3.24,6977,4554002215,652716,57633234,191019615,27378,12015395,17416851,173602764,34704929,0.0076,0.0078,0.0419,0.0416,38186731,5473,0.0084,0.0083
11363,31,17738584,71619000,6173504,26542264,895781,7951873,6165674,30060272,0.4197,0.2552,934836,8728836,720,716,522442,737960,18590391,2396673,0.0335,0.0321,3875370,0.0541,0.0329,100027,97,41984,41,5413,5.25,8540,5865545697,686832,103979799,259587715,30397,21411812,29481785,230105930,46000476,0.0078,0.0082,0.0443,0.0445,51894180,6077,0.0088,0.0089
11364,220,133944959,485207986,58799976,190253752,12723887,26504181,60063756,218020131,0.4493,0.45,13316853,30891367,6276,6270,87202919,6670563,163433820,21069888,0.0434,0.0482,28107155,0.0579,0.058,77386,73,34772,33,4483,4.21,10854,7027411680,647449,105584358,301330556,27762,19849446,28760113,272570443,54489557,0.0078,0.0081,0.0429,0.0431,60238991,5550,0.0086,0.0086
11365,480,148096245,583117576,61263156,230270028,26928546,98867016,65013355,257826416,0.4422,0.45,26956356,112650083,6626,6590,13140774,8320092,131321418,16929957,0.029,0.0443,33238982,0.057,0.058,88485,70,39124,31,5044,4,5187,2179690500,420222,55848451,118311235,22809,11423313,13668665,104642570,20919096,0.0096,0.0103,0.0543,0.0552,23651599,4560,0.0109,0.011
11366,47,21336000,85558000,7783799,31847425,66781,66781,7824181,34964547,0.4087,0.2776,70112,70112,928,919,1363311,940178,31780644,4097161,0.0479,0.0358,4507629,0.0527,0.0358,93099,91,38046,37,4905,4.79,8513,3642744893,427904,84482734,178232785,20937,15500592,19342214,158890571,31763814,0.0087,0.0092,0.0489,0.0491,35630516,4185,0.0098,0.0098
11367,959,177181297,668382016,78885196,250414715,35871984,95201796,78834676,298618839,0.4468,0.45,35924004,120085964,10895,10831,184884216,10534690,155212905,20010048,0.0299,0.0526,38497941,0.0576,0.058,61710,63,27571,28,3554,3.65,9615,4349280311,452343,97251355,220569806,22940,16886863,20372413,200197393,40021461,0.0092,0.0097,0.0507,0.0515,44094110,4586,0.0101,0.0103
11368,2344,345425325,1467439587,100381055,461987740,29165181,129164983,101029590,502520117,0.3424,0.3656,29721819,135538316,17347,16793,8356513,16314531,332821137,42907301,0.0292,0.0124,64784893,0.0441,0.0471,87384,90,29924,31,3858,3.97,6102,4022092625,659143,86711660,203859431,33409,49616350,56856985,147002446,29387259,0.0073,0.0094,0.0507,0.0501,40753539,6679,0.0101,0.01
11369,132,46388000,171337000,12262396,48779392,4553039,6637461,12287146,58478525,0.3413,0.1558,4980078,7223781,2306,2280,914640,1993594,42141931,5432938,0.0317,0.0194,7539051,0.044,0.0201,75148,86,25648,29,3307,3.78,1104,890383267,806507,16781012,39282815,35582,2061499,2743048,36539767,7304665,0.0082,0.0084,0.0441,0.0441,7853028,7113,0.0088,0.0088
11370,1091,31616913,109384030,9793441,32455210,1526483,2288451,9803791,36845328,0.3368,0.45,1528237,2380999,1401,1394,1941611,7797145,30166759,3889099,0.0356,0.0485,4750100,0.0434,0.058,78468,14,26431,5,3408,0.61,3436,1802584726,524617,40240538,84687854,24647,5306564,7083851,77604003,15513816,0.0086,0.009,0.047,0.0474,16929949,4927,0.0094,0.0095
11371,0,0,0,0,0,0,0,0,0,#DIV/0!,#NUM!,0,0,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5704,2809072086,492474,59374493,135780208,23804,10076853,13265965,122514243,24491822,0.0087,0.0091,0.0483,0.0486,27143821,4759,0.0097,0.0097
11372,1489,269185089,1510054899,107984426,525526841,17717698,36647733,108119528,608414723,0.4029,0.45,18588603,38811672,21753,21374,12171156,21252017,488171906,62935122,0.0417,0.0474,78436826,0.0519,0.058,70649,71,28465,29,3670,3.69,4512,2604423703,577222,57070478,124425866,27577,7334196,9338961,115086905,23007023,0.0088,0.0092,0.0478,0.0479,24873975,5513,0.0096,0.0096
