ZIP CODE,tc_2 # OF PROPERTIES,tc_2  FY'2017 MARKET VALUE LAND,tc_2  FY'2017 MARKET VALUE TOTAL,tc_2  FY'2017 ASSESSED VALUE LAND,tc_2  FY'2017 ASSESSED VALUE TOTAL,tc_2  FY'2017 EXEMPT VALUE LAND,tc_2  FY'2017 EXEMPT VALUE TOTAL,tc_2  FY'2017 ACTUAL ASSESSED VALUE LAND,tc_2  FY'2017 ACTUAL ASSESSED VALUE TOTAL,tc_2  Average Actual Assessment Ratio,tc_2  Median Actual Assessment Ratio,tc_2  FY'2017 ACTUAL EXEMPT VALUE LAND,tc_2  FY'2017 ACTUAL EXEMPT VALUE TOTAL,tc_2  TOTAL UNITS,tc_2  RESIDENTIAL UNITS,tc_2  LAND SQUARE FEET,tc_2 GROSS SQUARE FEET,tc_2 Taxable Assessed Value,tc_2 Total Taxes,tc_2 Average Taxable Effective Tax Rate,tc_2 Median Taxable Effective Tax Rate,tc_2 Taxes w/out Exemption,tc_2 Average Effective Tax Rate w/out Exemption,tc_2 Median Effective Tax Rate w/out Exemption,tc_2 Average Market Value Per Residential Unit,tc_2  Average Market Value Per Gross Square Foot,tc_2 Actual Assessed Value Per Residential Unit,tc_2 Actual Assessed Value Per Gross Square Foot,tc_2 Taxes w/out Exemption Per Residential Unit,tc_2 Taxes w/out Exemption Per Gross Square Foot,tc_1 # of Properties,tc_1 Finance FY'2017 Market Value Total,tc_1 Average Market Value,tc_1 Finance FY'2017 Assessed Value Land,tc_1 Finance FY'2017 Assessed Value Total,tc_1 Average Assessed Value,tc_1 Finance FY'2017 Exempt Value Land,tc_1 Finance FY'2017 Exempt Value Total,"tc_1 Finance FY'2017 Taxable Assessed Value 
(Assessed Value minus Exempt Value)","tc_1 FY'2017 Taxes
(Taxable Assessed Value * Tax Rate)",tc_1 FY'2017 Average Effective Tax Rate (Taxes ÷ Market Value),tc_1 FY'2017 Median Effective Tax Rate,"tc_1 FY'2017 Average Assessment Ratio
(Assessed Value ÷ Market Value)",tc_1 FY'2017 Median Actual Assessment Ratio,tc_1 FY'2017 Taxes w/out Exemptions,tc_1 FY'2017 Average Taxes w/out Exemptions,tc_1 FY'2017 Average Effective Tax Rate w/out Exemptions,tc_1 FY'2017 Median Effective Tax Rate w/out Exemption
10458,953,"$134,819,336 ","$1,199,029,560 ","$38,239,535 ","$400,504,385 ","$8,435,724 ","$91,227,043 ","$52,406,923 ","$467,278,685 ",38.97%,45.00%,"$9,503,868 ","$102,274,466 ","26,492","25,910","6,634,953","25,204,010","308,469,593","39,767,900",3.32%,4.12%,"60,241,568",5.02%,5.80%,"$46,277 ",$48 ,"$18,035 ",$19 ,"$2,325 ",$2.39 ,"1,077","$516,982,200 ","$480,021 ","$10,286,996 ","$28,935,819 ","$26,867 ","$2,003,962 ","$2,741,492 ","$26,194,327 ","$5,236,508 ",1.01%,1.08%,5.60%,5.76%,"5,784,560","$5,371 ",1.12%,1.15%
10459,654,"$81,870,480 ","$675,894,449 ","$29,246,799 ","$237,669,737 ","$18,326,299 ","$145,791,917 ","$32,279,416 ","$270,082,561 ",39.96%,45.00%,"$20,394,181 ","$166,632,145 ","14,600","14,195","4,967,069","15,587,321","90,623,363","11,683,164",1.73%,0.83%,"34,819,044",5.15%,5.80%,"$47,615 ",$43 ,"$19,027 ",$17 ,"$2,453 ",$2.23 ,"2,237","$2,211,371,524 ","$988,543 ","$38,842,491 ","$107,248,320 ","$47,943 ","$5,160,235 ","$6,838,195 ","$100,410,125 ","$20,072,988 ",0.91%,0.98%,4.85%,5.19%,"21,440,012","$9,584 ",0.97%,1.04%
10460,608,"$98,707,223 ","$823,761,625 ","$33,368,231 ","$302,773,217 ","$15,124,070 ","$161,786,047 ","$36,020,893 ","$339,262,711 ",41.18%,45.00%,"$16,879,153 ","$180,162,628 ","18,323","17,974","5,218,195","16,642,248","140,154,985","18,068,781",2.19%,2.30%,"43,737,749",5.31%,5.80%,"$45,831 ",$49 ,"$18,875 ",$20 ,"$2,433 ",$2.63 ,"3,095","$1,362,073,534 ","$440,088 ","$25,986,033 ","$74,340,364 ","$24,020 ","$4,491,555 ","$7,362,311 ","$66,978,053 ","$13,389,583 ",0.98%,1.07%,5.46%,5.71%,"14,861,382","$4,802 ",1.09%,1.14%
10461,731,"$96,294,671 ","$541,761,862 ","$26,821,553 ","$168,412,589 ","$2,706,555 ","$18,262,623 ","$27,296,204 ","$188,148,439 ",34.73%,27.99%,"$2,809,305 ","$19,915,222 ","9,675","9,371","4,846,743","9,831,055","149,767,826","19,308,068",3.56%,2.76%,"24,256,097",4.48%,3.61%,"$57,813 ",$55 ,"$20,078 ",$19 ,"$2,588 ",$2.47 ,"5,308","$2,148,854,680 ","$404,833 ","$37,578,664 ","$107,021,818 ","$20,162 ","$8,769,591 ","$19,569,066 ","$87,452,752 ","$17,482,680 ",0.81%,0.99%,4.98%,5.54%,"21,394,732","$4,031 ",1.00%,1.11%
10462,"12,775","$127,788,505 ","$1,157,853,891 ","$40,509,680 ","$429,587,237 ","$4,444,419 ","$174,548,458 ","$42,136,236 ","$483,578,306 ",41.77%,45.00%,"$4,548,891 ","$186,624,585 ","25,163","24,874","11,262,040","62,968,857","254,588,010","32,821,486",2.83%,1.76%,"62,342,915",5.38%,5.80%,"$46,549 ",$18 ,"$19,441 ",$8 ,"$2,506 ",$0.99 ,355,"$164,325,550 ","$462,889 ","$1,962,757 ","$5,558,464 ","$15,658 ","$380,649 ","$1,227,944 ","$4,330,520 ","$865,714 ",0.53%,0.54%,3.38%,2.98%,"1,111,193","$3,130 ",0.68%,0.60%
10463,"1,030","$252,768,291 ","$1,629,211,240 ","$95,528,725 ","$633,184,258 ","$35,461,015 ","$178,213,038 ","$110,794,684 ","$722,966,548 ",44.38%,45.00%,"$42,311,639 ","$199,513,292 ","27,600","27,391","14,201,426","32,055,006","454,561,891","58,602,119",3.60%,3.98%,"93,204,847",5.72%,5.80%,"$59,480 ",$51 ,"$26,394 ",$23 ,"$3,403 ",$2.91 ,218,"$118,859,351 ","$545,226 ","$3,416,031 ","$6,168,038 ","$28,294 ","$1,941,102 ","$2,099,717 ","$4,068,321 ","$813,298 ",0.68%,1.08%,5.19%,6.00%,"1,233,052","$5,656 ",1.04%,1.20%
10464,59,"$6,414,999 ","$32,569,999 ","$2,432,040 ","$9,821,995 ","$1,109,808 ","$2,921,423 ","$2,432,040 ","$10,222,884 ",31.39%,31.14%,"$1,111,112 ","$3,033,669 ",450,434,"1,138,211","600,390","6,900,572","889,622",2.73%,3.69%,"1,317,934",4.05%,4.01%,"$75,046 ",$54 ,"$23,555 ",$17 ,"$3,037 ",$2.20 ,67,"$44,001,160 ","$656,734 ","$1,247,603 ","$2,484,372 ","$37,080 ","$394,931 ","$419,825 ","$2,064,547 ","$412,724 ",0.94%,1.13%,5.65%,6.00%,"496,651","$7,413 ",1.13%,1.20%
10465,286,"$49,070,318 ","$191,532,001 ","$16,130,369 ","$65,784,651 ","$10,019,012 ","$40,251,626 ","$18,237,089 ","$73,470,548 ",38.36%,45.00%,"$12,127,588 ","$45,799,130 ","3,456","3,416","5,297,419","4,571,265","25,441,922","3,279,973",1.71%,4.17%,"9,471,823",4.95%,5.80%,"$56,069 ",$42 ,"$21,508 ",$16 ,"$2,773 ",$2.07 ,"1,225","$714,064,373 ","$582,910 ","$16,983,858 ","$36,055,284 ","$29,433 ","$2,854,607 ","$3,239,183 ","$32,816,101 ","$6,560,267 ",0.92%,0.96%,5.05%,5.12%,"7,207,812","$5,884 ",1.01%,1.02%
10466,461,"$97,545,010 ","$475,688,010 ","$32,151,413 ","$163,400,155 ","$11,583,555 ","$62,134,629 ","$32,579,825 ","$185,171,982 ",38.93%,28.00%,"$11,635,726 ","$71,169,468 ","9,409","9,284","5,407,503","8,324,515","100,698,273","12,982,021",2.73%,3.29%,"23,872,372",5.02%,3.61%,"$51,237 ",$57 ,"$19,945 ",$22 ,"$2,571 ",$2.87 ,"2,414","$1,525,975,037 ","$632,135 ","$37,722,554 ","$81,329,353 ","$33,691 ","$6,368,698 ","$7,377,739 ","$73,951,614 ","$14,783,667 ",0.97%,1.01%,5.33%,5.39%,"16,258,551","$6,735 ",1.07%,1.08%
10467,"1,201","$183,635,639 ","$1,372,600,004 ","$63,356,156 ","$503,402,675 ","$17,048,544 ","$142,174,306 ","$65,376,198 ","$562,701,479 ",41.00%,45.00%,"$17,928,443 ","$150,171,073 ","44,351","43,967","30,453,170","31,082,893","359,089,611","46,293,833",3.37%,4.12%,"72,543,475",5.29%,5.80%,"$31,219 ",$44 ,"$12,798 ",$18 ,"$1,650 ",$2.33 ,573,"$353,784,043 ","$617,424 ","$8,909,615 ","$18,806,876 ","$32,822 ","$1,430,875 ","$1,677,150 ","$17,129,726 ","$3,424,404 ",0.97%,1.01%,5.32%,5.39%,"3,759,683","$6,561 ",1.06%,1.08%
10468,636,"$108,079,035 ","$1,012,723,011 ","$33,083,337 ","$380,120,035 ","$5,700,070 ","$64,616,941 ","$45,226,867 ","$439,091,255 ",43.36%,45.00%,"$6,892,262 ","$72,653,176 ","24,712","24,304","6,928,906","25,002,703","314,466,244","40,540,988",4.00%,4.71%,"56,607,645",5.59%,5.80%,"$41,669 ",$41 ,"$18,067 ",$18 ,"$2,329 ",$2.26 ,812,"$646,157,671 ","$795,761 ","$10,230,444 ","$24,618,646 ","$30,319 ","$1,463,675 ","$2,022,556 ","$22,596,090 ","$4,517,184 ",0.70%,0.69%,3.81%,3.65%,"4,921,514","$6,061 ",0.76%,0.73%
10469,236,"$61,466,010 ","$277,192,443 ","$17,060,155 ","$83,847,800 ","$7,213,828 ","$43,144,706 ","$17,211,299 ","$92,973,106 ",33.54%,16.71%,"$7,364,972 ","$48,403,168 ","17,505","17,418","2,788,846","4,298,022","40,599,900","5,234,139",1.89%,2.03%,"11,986,093",4.32%,2.15%,"$15,914 ",$64 ,"$5,338 ",$22 ,$688 ,$2.79 ,"1,869","$1,675,193,686 ","$896,305 ","$18,385,882 ","$62,145,311 ","$33,251 ","$3,340,496 ","$6,146,532 ","$55,998,779 ","$11,194,716 ",0.67%,0.71%,3.71%,3.80%,"12,423,469","$6,647 ",0.74%,0.76%
10470,165,"$27,469,010 ","$172,210,010 ","$8,598,247 ","$58,020,623 ","$1,320,389 ","$7,383,794 ","$8,929,087 ","$63,440,590 ",36.84%,25.22%,"$1,346,980 ","$7,355,583 ","3,240","3,159","1,059,740","2,950,810","50,422,179","6,500,427",3.77%,3.23%,"8,178,761",4.75%,3.25%,"$54,514 ",$58 ,"$20,082 ",$21 ,"$2,589 ",$2.77 ,"2,902","$2,730,540,805 ","$940,917 ","$27,217,153 ","$107,079,780 ","$36,899 ","$4,994,743 ","$8,795,639 ","$98,284,141 ","$19,647,983 ",0.72%,0.76%,3.92%,4.01%,"21,406,319","$7,376 ",0.78%,0.80%
10471,354,"$104,558,189 ","$494,447,062 ","$43,177,884 ","$192,709,918 ","$9,513,535 ","$23,840,048 ","$45,590,904 ","$218,533,717 ",44.20%,45.00%,"$10,102,047 ","$25,481,647 ","7,859","7,825","7,228,302","8,624,955","168,869,870","21,770,704",4.40%,4.95%,"28,173,367",5.70%,5.80%,"$63,188 ",$57 ,"$27,928 ",$25 ,"$3,600 ",$3.27 ,"1,339","$1,142,856,499 ","$853,515 ","$10,736,094 ","$43,036,286 ","$32,141 ","$2,481,287 ","$3,728,667 ","$39,307,619 ","$7,857,986 ",0.69%,0.71%,3.77%,3.81%,"8,603,384","$6,425 ",0.75%,0.76%
10472,957,"$206,923,833 ","$840,236,683 ","$52,440,163 ","$251,909,689 ","$16,634,435 ","$84,717,983 ","$53,108,545 ","$282,857,096 ",33.66%,18.89%,"$17,112,255 ","$99,445,022 ","28,577","28,335","8,329,958","15,272,182","166,947,806","21,522,911",2.56%,2.36%,"36,465,937",4.34%,2.44%,"$29,654 ",$55 ,"$9,983 ",$19 ,"$1,287 ",$2.39 ,"4,604","$4,133,516,040 ","$897,810 ","$40,819,185 ","$159,475,709 ","$34,639 ","$8,843,509 ","$15,486,509 ","$143,989,200 ","$28,784,881 ",0.70%,0.73%,3.86%,3.86%,"31,880,789","$6,925 ",0.77%,0.77%
10473,299,"$100,963,648 ","$508,327,236 ","$38,650,361 ","$194,808,458 ","$27,415,709 ","$139,560,490 ","$42,466,131 ","$218,749,115 ",43.03%,45.00%,"$29,467,463 ","$156,767,628 ","12,381","12,340","9,495,492","13,412,568","55,247,968","7,122,568",1.40%,3.63%,"28,201,136",5.55%,5.80%,"$41,193 ",$38 ,"$17,727 ",$16 ,"$2,285 ",$2.10 ,"1,955","$1,684,446,310 ","$861,609 ","$17,730,385 ","$65,934,601 ","$33,726 ","$2,984,252 ","$5,678,169 ","$60,256,432 ","$12,045,863 ",0.72%,0.75%,3.91%,3.97%,"13,180,986","$6,742 ",0.78%,0.79%
10474,130,"$15,742,930 ","$138,757,000 ","$4,823,805 ","$46,446,685 ","$1,463,395 ","$25,792,742 ","$5,207,587 ","$54,892,430 ",39.56%,45.00%,"$1,578,620 ","$31,027,589 ","3,293","3,229","856,448","3,103,715","20,469,830","2,638,970",1.90%,1.67%,"7,076,732",5.10%,5.80%,"$42,972 ",$45 ,"$17,000 ",$18 ,"$2,192 ",$2.28 ,"1,471","$5,159,588,672 ","$3,507,538 ","$23,401,215 ","$99,833,104 ","$67,868 ","$1,530,452 ","$2,724,409 ","$97,108,695 ","$19,412,999 ",0.38%,0.38%,1.93%,1.93%,"19,957,636","$13,567 ",0.39%,0.39%
10475,19,"$94,020,000 ","$699,300,140 ","$41,488,905 ","$284,120,761 ","$40,210,136 ","$278,004,912 ","$41,450,638 ","$313,244,278 ",44.79%,45.00%,"$40,175,059 ","$306,601,609 ","16,545","16,496","8,028,418","20,374,403","6,115,849","788,455",0.11%,0.08%,"40,383,452",5.77%,5.80%,"$42,392 ",$34 ,"$18,989 ",$15 ,"$2,448 ",$1.98 ,"9,504","$4,518,986,342 ","$475,483 ","$116,615,920 ","$219,320,527 ","$23,077 ","$17,735,112 ","$20,571,206 ","$198,749,321 ","$39,731,977 ",0.88%,0.93%,4.85%,4.95%,"43,844,367","$4,613 ",0.97%,0.99%
10803,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,#NUM!,$0 ,$0 ,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,"8,462","$8,069,713,644 ","$953,641 ","$97,169,542 ","$298,582,333 ","$35,285 ","$18,088,461 ","$31,187,809 ","$267,394,524 ","$53,454,839 ",0.66%,0.68%,3.70%,3.66%,"59,689,594","$7,054 ",0.74%,0.73%
11001,3,"$1,338,000 ","$3,637,000 ","$392,734 ","$1,069,206 ",$0 ,$0 ,"$392,734 ","$1,215,916 ",33.43%,8.20%,$0 ,$0 ,45,43,"81,492","42,155","1,069,206","137,842",3.79%,1.06%,"156,756",4.31%,1.06%,"$84,581 ",$86 ,"$28,277 ",$29 ,"$3,645 ",$3.72 ,"1,609","$2,106,482,836 ","$1,309,188 ","$11,756,590 ","$39,469,877 ","$24,531 ","$2,041,115 ","$5,143,292 ","$34,326,585 ","$6,862,228 ",0.33%,0.30%,1.87%,1.64%,"7,890,423","$4,904 ",0.37%,0.33%
11004,23,"$47,553,000 ","$180,314,398 ","$21,105,495 ","$70,795,922 ","$4,739,481 ","$23,844,091 ","$21,105,495 ","$80,554,532 ",44.67%,45.00%,"$4,922,511 ","$28,052,268 ","2,680","2,673","5,000,881","2,029,455","46,946,465","6,052,338",3.36%,3.22%,"10,385,090",5.76%,5.80%,"$67,458 ",$89 ,"$30,136 ",$40 ,"$3,885 ",$5.12 ,"2,214","$1,630,699,766 ","$736,540 ","$14,008,374 ","$44,048,300 ","$19,895 ","$2,142,889 ","$7,359,986 ","$36,688,314 ","$7,334,361 ",0.45%,0.38%,2.70%,2.58%,"8,805,696","$3,977 ",0.54%,0.52%
11005,1,"$211,415,000 ","$347,424,000 ","$95,136,750 ","$141,934,498 ","$16,033,271 ","$16,033,271 ","$95,136,750 ","$156,340,800 ",45.00%,45.00%,"$17,274,897 ","$17,274,897 ","1,866","1,844","4,228,300","3,750,565","125,901,227","16,231,186",4.67%,4.67%,"20,155,456",5.80%,5.80%,"$188,408 ",$93 ,"$84,784 ",$42 ,"$10,930 ",$5.37 ,"8,759","$4,593,520,337 ","$524,434 ","$64,085,228 ","$147,581,230 ","$16,849 ","$14,973,255 ","$27,166,749 ","$120,414,481 ","$24,072,059 ",0.52%,0.50%,3.21%,3.33%,"29,502,964","$3,368 ",0.64%,0.67%
11040,3,"$3,200,000 ","$13,116,000 ","$1,440,000 ","$5,303,790 ","$671,748 ","$671,748 ","$1,440,000 ","$5,902,200 ",45.00%,45.00%,"$699,852 ","$699,852 ",208,208,"303,343","167,090","4,632,042","597,163",4.55%,4.56%,"760,912",5.80%,5.80%,"$63,058 ",$78 ,"$28,376 ",$35 ,"$3,658 ",$4.55 ,"9,581","$4,546,869,120 ","$474,571 ","$84,438,979 ","$183,249,403 ","$19,126 ","$10,932,849 ","$18,890,074 ","$164,359,329 ","$32,857,073 ",0.72%,0.78%,4.03%,4.27%,"36,633,388","$3,824 ",0.81%,0.85%
11101,"2,669","$204,366,830 ","$1,650,670,871 ","$60,687,445 ","$584,192,470 ","$19,696,887 ","$430,641,310 ","$77,478,204 ","$664,470,873 ",40.25%,45.00%,"$23,848,346 ","$484,563,509 ","20,241","19,870","18,668,453","18,036,079","153,289,004","19,762,018",1.20%,0.53%,"85,663,585",5.19%,5.80%,"$83,074 ",$92 ,"$33,441 ",$37 ,"$4,311 ",$4.75 ,"7,558","$7,555,096,462 ","$999,616 ","$91,400,185 ","$304,591,687 ","$40,301 ","$15,000,672 ","$24,466,554 ","$280,125,133 ","$55,999,815 ",0.74%,0.77%,4.03%,4.05%,"60,890,924","$8,056 ",0.81%,0.81%
11102,"1,937","$181,580,284 ","$1,123,988,856 ","$56,571,026 ","$339,522,689 ","$15,822,741 ","$122,500,550 ","$58,347,763 ","$382,592,696 ",34.04%,45.00%,"$16,772,501 ","$135,093,297 ","11,293","10,990","5,677,566","10,306,735","216,848,342","27,956,088",2.49%,2.35%,"49,323,850",4.39%,5.80%,"$102,274 ",$109 ,"$34,813 ",$37 ,"$4,488 ",$4.79 ,"7,876","$5,911,267,920 ","$750,542 ","$105,943,040 ","$253,525,578 ","$32,190 ","$13,668,970 ","$16,626,033 ","$236,899,545 ","$47,358,588 ",0.80%,0.84%,4.29%,4.45%,"50,682,298","$6,435 ",0.86%,0.89%
11103,"1,366","$198,741,639 ","$1,065,670,073 ","$53,334,892 ","$261,270,823 ","$5,304,698 ","$36,102,552 ","$53,610,489 ","$294,976,292 ",27.68%,18.01%,"$5,263,396 ","$37,372,849 ","11,014","10,623","3,907,294","8,330,457","225,028,581","29,010,685",2.72%,1.83%,"38,028,344",3.57%,2.32%,"$100,317 ",$128 ,"$27,768 ",$35 ,"$3,580 ",$4.56 ,"2,695","$2,985,491,645 ","$1,107,789 ","$17,821,862 ","$63,298,059 ","$23,487 ","$2,592,789 ","$5,893,088 ","$57,404,971 ","$11,475,828 ",0.38%,0.35%,2.12%,2.11%,"12,653,915","$4,695 ",0.42%,0.42%
11104,875,"$83,073,336 ","$770,440,612 ","$33,583,613 ","$262,273,595 ","$2,090,537 ","$10,357,016 ","$33,870,869 ","$308,121,293 ",39.99%,45.00%,"$2,225,940 ","$11,356,296 ","10,565","10,427","6,382,816","9,109,727","251,914,419","32,476,807",4.22%,4.70%,"39,722,997",5.16%,5.80%,"$73,889 ",$85 ,"$29,550 ",$34 ,"$3,810 ",$4.36 ,"3,985","$1,733,703,640 ","$435,057 ","$45,301,105 ","$72,116,712 ","$18,097 ","$6,739,035 ","$10,021,066 ","$62,095,646 ","$12,413,541 ",0.72%,0.88%,4.16%,4.97%,"14,416,852","$3,618 ",0.83%,0.99%
11105,826,"$165,001,251 ","$664,146,162 ","$48,941,419 ","$205,124,204 ","$5,269,275 ","$23,519,552 ","$49,154,662 ","$227,737,829 ",34.29%,38.46%,"$5,309,690 ","$24,525,203 ","7,610","7,369","3,491,098","6,787,771","181,601,232","23,412,031",3.53%,2.75%,"29,359,961",4.42%,4.96%,"$90,127 ",$98 ,"$30,905 ",$34 ,"$3,984 ",$4.33 ,"3,748","$2,906,849,624 ","$775,574 ","$37,717,583 ","$85,924,413 ","$22,925 ","$6,078,937 ","$10,023,788 ","$75,900,625 ","$15,173,294 ",0.52%,0.53%,2.96%,2.94%,"17,177,149","$4,583 ",0.59%,0.59%
11106,"1,244","$198,378,052 ","$1,220,174,800 ","$70,157,206 ","$387,261,109 ","$25,463,609 ","$120,605,443 ","$72,217,487 ","$444,910,476 ",36.46%,45.00%,"$25,510,606 ","$131,372,915 ","15,503","15,260","10,163,972","12,789,516","266,481,546","34,354,801",2.82%,1.84%,"57,357,859",4.70%,5.80%,"$79,959 ",$95 ,"$29,155 ",$35 ,"$3,759 ",$4.48 ,"8,585","$7,025,544,460 ","$818,351 ","$81,494,335 ","$282,899,443 ","$32,953 ","$17,419,345 ","$44,005,005 ","$238,894,438 ","$47,757,387 ",0.68%,0.72%,4.03%,4.12%,"56,554,428","$6,588 ",0.80%,0.82%
11109,196,"$62,201,359 ","$928,966,005 ","$24,007,633 ","$365,089,559 ","$24,007,633 ","$365,089,559 ","$27,977,252 ","$418,006,991 ",45.00%,45.00%,"$27,977,252 ","$418,006,991 ","4,372","4,325","1,119,968","5,137,402",0,0,0.00%,0.00%,"53,889,461",5.80%,5.80%,"$214,790 ",$181 ,"$96,649 ",$81 ,"$12,460 ",$10.49 ,"6,256","$12,388,670,436 ","$1,980,286 ","$44,433,152 ","$186,845,485 ","$29,867 ","$7,311,677 ","$11,568,198 ","$175,277,287 ","$35,039,682 ",0.28%,0.26%,1.51%,1.40%,"37,352,281","$5,971 ",0.30%,0.28%
11201,"6,114","$774,453,557 ","$5,182,009,363 ","$259,187,302 ","$1,667,858,795 ","$65,918,904 ","$725,559,093 ","$265,313,073 ","$1,953,405,933 ",37.70%,45.00%,"$66,873,088 ","$856,633,145 ","37,044","36,417","26,204,943","49,136,962","939,232,044","121,085,795",2.34%,1.40%,"251,833,093",4.86%,5.80%,"$142,296 ",$105 ,"$53,640 ",$40 ,"$6,915 ",$5.13 ,"3,847","$3,558,155,725 ","$924,917 ","$22,842,946 ","$74,187,296 ","$19,284 ","$4,043,209 ","$9,518,975 ","$64,668,321 ","$12,927,844 ",0.36%,0.34%,2.08%,1.89%,"14,830,782","$3,855 ",0.42%,0.38%
11203,"1,077","$127,552,089 ","$781,009,461 ","$36,787,746 ","$239,347,155 ","$11,383,514 ","$64,552,384 ","$45,157,796 ","$276,204,789 ",35.37%,36.27%,"$11,620,088 ","$74,967,231 ","12,548","12,149","5,134,528","11,246,552","174,780,251","22,532,670",2.89%,3.45%,"35,608,321",4.56%,4.68%,"$64,286 ",$69 ,"$22,735 ",$25 ,"$2,931 ",$3.17 ,"2,448","$5,455,426,051 ","$2,228,524 ","$20,117,141 ","$84,894,091 ","$34,679 ","$2,905,088 ","$5,192,092 ","$79,701,999 ","$15,933,227 ",0.29%,0.27%,1.56%,1.47%,"16,971,178","$6,933 ",0.31%,0.29%
11204,"2,086","$250,235,587 ","$902,024,200 ","$63,932,317 ","$237,601,062 ","$6,093,385 ","$27,496,003 ","$64,422,412 ","$269,065,561 ",29.83%,21.33%,"$6,051,756 ","$31,301,407 ","11,844","11,418","9,324,310","12,833,119","209,912,428","27,061,910",3.00%,2.20%,"34,687,932",3.85%,2.75%,"$79,000 ",$70 ,"$23,565 ",$21 ,"$3,038 ",$2.70 ,"5,882","$5,726,419,680 ","$973,550 ","$67,039,621 ","$165,614,480 ","$28,156 ","$9,574,839 ","$15,352,630 ","$150,261,850 ","$30,038,846 ",0.52%,0.55%,2.89%,3.03%,"33,107,991","$5,629 ",0.58%,0.61%
11205,"3,258","$290,658,696 ","$1,609,884,389 ","$72,131,523 ","$470,727,459 ","$33,367,739 ","$254,937,985 ","$74,577,890 ","$520,973,329 ",32.36%,45.00%,"$33,713,235 ","$274,025,832 ","15,238","14,848","11,001,030","19,025,217","214,686,555","27,677,391",1.72%,0.54%,"67,163,882",4.17%,5.80%,"$108,424 ",$85 ,"$35,087 ",$27 ,"$4,523 ",$3.53 ,"7,265","$7,210,679,748 ","$992,523 ","$102,469,322 ","$275,480,439 ","$37,919 ","$15,179,457 ","$28,163,726 ","$247,316,713 ","$49,441,084 ",0.69%,0.69%,3.82%,3.77%,"55,071,295","$7,580 ",0.76%,0.75%
11206,"3,572","$253,111,431 ","$2,109,279,013 ","$81,679,748 ","$622,482,601 ","$52,032,337 ","$464,291,042 ","$86,229,492 ","$713,079,575 ",33.81%,40.56%,"$53,889,772 ","$536,568,222 ","28,447","27,856","15,281,383","30,057,928","157,787,888","20,342,015",0.96%,0.61%,"91,930,219",4.36%,5.23%,"$75,721 ",$70 ,"$25,599 ",$24 ,"$3,300 ",$3.06 ,"6,487","$6,197,570,117 ","$955,383 ","$63,201,976 ","$185,049,382 ","$28,526 ","$9,546,636 ","$14,315,165 ","$170,734,217 ","$34,131,477 ",0.55%,0.55%,2.99%,2.92%,"36,993,222","$5,703 ",0.60%,0.58%
11207,"2,367","$159,215,329 ","$903,151,045 ","$57,338,657 ","$269,902,453 ","$40,644,097 ","$160,409,569 ","$57,677,027 ","$316,290,230 ",35.02%,45.00%,"$41,412,783 ","$194,080,516 ","16,421","15,989","8,266,969","17,189,429","108,844,152","14,032,188",1.55%,4.06%,"40,776,136",4.51%,5.80%,"$56,486 ",$53 ,"$19,782 ",$18 ,"$2,550 ",$2.37 ,"6,797","$5,076,213,223 ","$746,831 ","$40,600,007 ","$117,319,280 ","$17,260 ","$6,388,425 ","$14,879,819 ","$102,439,461 ","$20,478,673 ",0.40%,0.34%,2.31%,1.89%,"23,453,297","$3,451 ",0.46%,0.38%
11208,949,"$145,685,357 ","$591,009,388 ","$50,118,820 ","$192,059,806 ","$37,820,531 ","$120,323,374 ","$53,546,060 ","$217,535,196 ",36.81%,31.53%,"$39,782,019 ","$135,979,073 ","13,219","12,924","8,634,980","13,157,452","71,722,751","9,246,497",1.56%,3.46%,"28,044,637",4.75%,4.06%,"$45,730 ",$45 ,"$16,832 ",$17 ,"$2,170 ",$2.13 ,"2,502","$2,814,494,865 ","$1,124,898 ","$15,623,129 ","$58,724,857 ","$23,471 ","$2,912,417 ","$4,504,513 ","$54,220,344 ","$10,839,189 ",0.39%,0.38%,2.09%,2.08%,"11,739,686","$4,692 ",0.42%,0.42%
11209,"1,325","$181,028,438 ","$1,579,344,768 ","$65,928,302 ","$497,015,955 ","$10,126,489 ","$22,288,012 ","$67,126,185 ","$585,527,448 ",37.07%,45.00%,"$10,678,811 ","$24,607,228 ","20,099","19,437","10,660,648","19,630,130","474,706,869","61,199,210",3.87%,2.86%,"75,486,199",4.78%,5.80%,"$81,255 ",$80 ,"$30,124 ",$30 ,"$3,884 ",$3.85 ,"9,204","$9,178,246,667 ","$997,202 ","$87,751,863 ","$312,940,613 ","$34,001 ","$17,473,744 ","$31,158,149 ","$281,782,464 ","$56,331,132 ",0.61%,0.69%,3.41%,3.73%,"62,559,958","$6,797 ",0.68%,0.75%
