ZIP CODE,tc_2 # OF PROPERTIES,tc_2  FY'2017 MARKET VALUE LAND,tc_2  FY'2017 MARKET VALUE TOTAL,tc_2  FY'2017 ASSESSED VALUE LAND,tc_2  FY'2017 ASSESSED VALUE TOTAL,tc_2  FY'2017 EXEMPT VALUE LAND,tc_2  FY'2017 EXEMPT VALUE TOTAL,tc_2  FY'2017 ACTUAL ASSESSED VALUE LAND,tc_2  FY'2017 ACTUAL ASSESSED VALUE TOTAL,tc_2  Average Actual Assessment Ratio,tc_2  Median Actual Assessment Ratio,tc_2  FY'2017 ACTUAL EXEMPT VALUE LAND,tc_2  FY'2017 ACTUAL EXEMPT VALUE TOTAL,tc_2  TOTAL UNITS,tc_2  RESIDENTIAL UNITS,tc_2  LAND SQUARE FEET,tc_2 GROSS SQUARE FEET,tc_2 Taxable Assessed Value,tc_2 Total Taxes,tc_2 Average Taxable Effective Tax Rate,tc_2 Median Taxable Effective Tax Rate,tc_2 Taxes w/out Exemption,tc_2 Average Effective Tax Rate w/out Exemption,tc_2 Median Effective Tax Rate w/out Exemption,tc_2 Average Market Value Per Residential Unit,tc_2  Average Market Value Per Gross Square Foot,tc_2 Actual Assessed Value Per Residential Unit,tc_2 Actual Assessed Value Per Gross Square Foot,tc_2 Taxes w/out Exemption Per Residential Unit,tc_2 Taxes w/out Exemption Per Gross Square Foot,tc_1 # of Properties,tc_1 Finance FY'2017 Market Value Total,tc_1 Average Market Value,tc_1 Finance FY'2017 Assessed Value Land,tc_1 Finance FY'2017 Assessed Value Total,tc_1 Average Assessed Value,tc_1 Finance FY'2017 Exempt Value Land,tc_1 Finance FY'2017 Exempt Value Total,"tc_1 Finance FY'2017 Taxable Assessed Value 
(Assessed Value minus Exempt Value)","tc_1 FY'2017 Taxes
(Taxable Assessed Value * Tax Rate)",tc_1 FY'2017 Average Effective Tax Rate (Taxes ÷ Market Value),tc_1 FY'2017 Median Effective Tax Rate,"tc_1 FY'2017 Average Assessment Ratio
(Assessed Value ÷ Market Value)",tc_1 FY'2017 Median Actual Assessment Ratio,tc_1 FY'2017 Taxes w/out Exemptions,tc_1 FY'2017 Average Taxes w/out Exemptions,tc_1 FY'2017 Average Effective Tax Rate w/out Exemptions,tc_1 FY'2017 Median Effective Tax Rate w/out Exemption
10033,729,"$180,753,428 ","$1,384,767,989 ","$74,777,081 ","$529,639,632 ","$6,900,107 ","$35,510,494 ","$79,329,721 ","$618,148,041 ",44.64%,45.00%,"$7,113,652 ","$42,682,979 ","20,713","20,037","4,984,726","20,260,918","492,747,312","63,524,983",4.59%,4.66%,"79,691,645",5.75%,5.80%,"$69,111 ",$68 ,"$30,850 ",$31 ,"$3,977 ",$3.93 ,49,"$84,180,000 ","$1,717,959 ","$612,428 ","$1,822,230 ","$37,188 ","$47,374 ","$281,454 ","$1,540,776 ","$308,017 ",0.37%,0.31%,2.16%,1.97%,"364,282","$7,434 ",0.43%,0.39%
10034,429,"$110,340,996 ","$951,721,002 ","$48,143,342 ","$364,193,556 ","$9,635,549 ","$57,768,120 ","$48,573,544 ","$425,752,186 ",44.73%,45.00%,"$9,918,302 ","$68,556,173 ","16,080","15,734","3,885,247","13,876,970","306,170,916","39,471,554",4.15%,4.69%,"54,887,972",5.77%,5.80%,"$60,488 ",$69 ,"$27,059 ",$31 ,"$3,488 ",$3.96 ,13,"$72,421,000 ","$5,570,846 ","$1,098,854 ","$2,153,207 ","$165,631 ","$13,440 ","$13,440 ","$2,139,767 ","$427,761 ",0.59%,0.55%,2.97%,2.78%,"430,448","$33,111 ",0.59%,0.56%
10035,"1,133","$273,918,162 ","$1,317,405,393 ","$83,222,311 ","$447,356,771 ","$47,572,792 ","$319,156,217 ","$89,601,303 ","$514,012,064 ",39.02%,45.00%,"$48,900,519 ","$366,559,694 ","15,630","15,189","4,703,317","14,245,727","127,259,925","16,406,350",1.25%,0.45%,"66,266,435",5.03%,5.80%,"$86,734 ",$92 ,"$33,841 ",$36 ,"$4,363 ",$4.65 ,1,"$1,386,000 ","$1,386,000 ","$14,195 ","$29,631 ","$29,631 ",$0 ,$0 ,"$29,631 ","$5,924 ",0.43%,0.43%,2.14%,2.14%,"5,924","$5,924 ",0.43%,0.43%
10036,"3,014","$897,769,816 ","$4,760,586,843 ","$302,198,859 ","$1,668,894,243 ","$83,826,300 ","$770,985,016 ","$350,408,211 ","$1,949,199,790 ",40.94%,45.00%,"$116,846,664 ","$926,207,500 ","22,650","22,207","10,308,459","36,152,118","892,282,181","115,033,019",2.42%,4.01%,"251,290,837",5.28%,5.80%,"$214,373 ",$132 ,"$87,774 ",$54 ,"$11,316 ",$6.95 ,9,"$7,575,000 ","$841,667 ","$115,362 ","$221,042 ","$24,560 ","$4,650 ","$4,650 ","$216,392 ","$43,259 ",0.57%,0.61%,2.92%,3.10%,"44,189","$4,910 ",0.58%,0.62%
10037,448,"$141,292,823 ","$875,704,431 ","$47,442,734 ","$316,903,564 ","$33,932,167 ","$232,052,180 ","$52,646,939 ","$375,983,909 ",42.94%,45.00%,"$35,178,721 ","$274,654,297 ","10,844","10,728","3,922,059","9,633,668","84,846,904","10,938,463",1.25%,1.19%,"48,471,846",5.54%,5.80%,"$81,628 ",$91 ,"$35,047 ",$39 ,"$4,518 ",$5.03 ,310,"$4,307,958,536 ","$13,896,640 ","$52,410,112 ","$136,290,037 ","$439,645 ","$4,293,153 ","$13,687,760 ","$122,602,277 ","$24,509,421 ",0.57%,0.65%,3.16%,3.26%,"27,245,741","$87,889 ",0.63%,0.65%
10038,"1,623","$496,906,497 ","$2,486,380,141 ","$210,151,563 ","$923,621,701 ","$49,441,957 ","$317,364,689 ","$211,914,672 ","$1,080,506,309 ",43.46%,45.00%,"$49,957,006 ","$372,832,879 ","12,072","11,785","4,337,890","19,411,291","604,509,658","77,933,385",3.13%,4.93%,"139,298,873",5.60%,5.80%,"$210,978 ",$128 ,"$91,685 ",$56 ,"$11,820 ",$7.18 ,149,"$2,128,217,563 ","$14,283,339 ","$21,913,736 ","$58,768,389 ","$394,419 ","$747,495 ","$2,083,950 ","$56,684,439 ","$11,331,786 ",0.53%,0.56%,2.76%,2.83%,"11,748,389","$78,848 ",0.55%,0.56%
10039,635,"$144,328,985 ","$811,723,833 ","$57,621,489 ","$306,723,843 ","$44,862,804 ","$244,905,901 ","$58,954,729 ","$355,977,231 ",43.85%,45.00%,"$45,711,352 ","$284,427,614 ","12,155","11,920","10,814,503","13,211,690","60,641,012","7,817,839",0.96%,0.51%,"45,892,585",5.65%,5.80%,"$68,098 ",$61 ,"$29,864 ",$27 ,"$3,850 ",$3.47 ,289,"$2,638,587,266 ","$9,130,060 ","$29,701,745 ","$74,701,915 ","$258,484 ","$1,092,103 ","$2,151,588 ","$72,550,327 ","$14,503,536 ",0.55%,0.59%,2.83%,2.98%,"14,933,660","$51,674 ",0.57%,0.60%
10040,458,"$126,324,694 ","$976,776,992 ","$50,394,315 ","$371,592,884 ","$5,737,999 ","$44,973,901 ","$56,337,881 ","$438,974,769 ",44.94%,45.00%,"$5,808,368 ","$54,365,429 ","16,372","15,970","3,958,885","14,773,017","326,338,065","42,071,503",4.31%,4.94%,"56,592,627",5.79%,5.80%,"$61,163 ",$66 ,"$27,487 ",$30 ,"$3,544 ",$3.83 ,1,"$7,421,000 ","$7,421,000 ","$126,965 ","$294,900 ","$294,900 ",$0 ,$0 ,"$294,900 ","$58,953 ",0.79%,0.79%,3.97%,3.97%,"58,953","$58,953 ",0.79%,0.79%
10041,1,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,0.00%,$0 ,$0 ,0,0,"160,692","3,678,000",0,0,#DIV/0!,0.00%,0,#DIV/0!,0.00%,#DIV/0!,$0 ,#DIV/0!,$0 ,#DIV/0!,$0.00 ,"6,971","$3,454,559,452 ","$495,562 ","$83,909,046 ","$176,018,076 ","$25,250 ","$14,711,095 ","$16,637,227 ","$159,380,849 ","$31,861,826 ",0.92%,0.99%,5.10%,5.33%,"35,187,774","$5,048 ",1.02%,1.06%
10044,587,"$403,828,255 ","$1,491,464,392 ","$180,949,906 ","$606,795,724 ","$180,949,891 ","$606,795,677 ","$181,722,720 ","$671,158,984 ",45.00%,45.00%,"$181,722,705 ","$671,158,937 ","11,962","11,875","5,251,122","9,213,711",47,6,0.00%,0.00%,"86,525,816",5.80%,5.80%,"$125,597 ",$162 ,"$56,519 ",$73 ,"$7,286 ",$9.39 ,"4,147","$1,456,499,286 ","$351,218 ","$34,790,771 ","$77,874,952 ","$18,779 ","$6,790,061 ","$8,207,201 ","$69,667,751 ","$13,927,280 ",0.96%,1.02%,5.35%,5.51%,"15,567,982","$3,754 ",1.07%,1.10%
10065,"4,503","$1,795,412,698 ","$7,121,662,364 ","$752,025,428 ","$2,716,558,711 ","$29,538,885 ","$129,554,404 ","$753,325,591 ","$3,058,010,947 ",42.94%,45.00%,"$30,362,333 ","$139,607,098 ","22,840","22,056","10,396,737","37,144,883","2,585,448,957","333,316,080",4.68%,5.15%,"394,238,771",5.54%,5.80%,"$322,890 ",$192 ,"$138,648 ",$82 ,"$17,874 ",$10.61 ,"5,673","$1,704,301,234 ","$300,423 ","$36,836,473 ","$92,684,024 ","$16,338 ","$7,721,006 ","$9,116,443 ","$83,567,581 ","$16,705,995 ",0.98%,1.05%,5.44%,5.67%,"18,528,463","$3,266 ",1.09%,1.13%
10069,"2,132","$200,308,655 ","$1,811,697,003 ","$82,621,689 ","$695,215,991 ","$8,358,660 ","$256,376,283 ","$90,138,945 ","$815,263,735 ",45.00%,45.00%,"$15,905,135 ","$301,324,651 ","4,615","4,592","10,357,661","9,822,318","438,839,708","56,575,215",3.12%,4.01%,"105,103,801",5.80%,5.80%,"$394,533 ",$184 ,"$177,540 ",$83 ,"$22,888 ",$10.70 ,"9,200","$4,839,910,844 ","$526,077 ","$96,579,528 ","$246,631,498 ","$26,808 ","$17,104,265 ","$20,760,975 ","$225,870,523 ","$45,153,776 ",0.93%,1.03%,5.10%,5.53%,"49,304,103","$5,359 ",1.02%,1.10%
10075,"2,984","$1,123,605,166 ","$4,951,653,295 ","$459,107,764 ","$1,853,689,018 ","$18,341,791 ","$81,097,208 ","$461,138,080 ","$2,103,702,445 ",42.48%,45.00%,"$19,171,908 ","$95,609,513 ","18,409","17,884","11,222,241","23,363,935","1,766,469,158","227,733,204",4.60%,5.04%,"271,209,319",5.48%,5.80%,"$276,876 ",$212 ,"$117,630 ",$90 ,"$15,165 ",$11.61 ,"11,000","$4,417,521,468 ","$401,593 ","$89,044,406 ","$232,269,617 ","$21,115 ","$20,472,820 ","$25,141,602 ","$207,128,015 ","$41,406,961 ",0.94%,1.02%,5.26%,5.56%,"46,433,019","$4,221 ",1.05%,1.11%
10103,1,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,0.00%,$0 ,$0 ,0,0,"61,755","1,329,229",0,0,#DIV/0!,0.00%,0,#DIV/0!,0.00%,#DIV/0!,$0 ,#DIV/0!,$0 ,#DIV/0!,$0.00 ,"17,102","$7,731,794,362 ","$452,099 ","$159,388,581 ","$402,298,169 ","$23,523 ","$44,514,056 ","$55,125,551 ","$347,172,618 ","$69,403,278 ",0.90%,1.00%,5.20%,5.53%,"80,423,427","$4,703 ",1.04%,1.10%
10162,1,"$20,500,000 ","$110,534,000 ","$9,225,000 ","$35,844,660 ",$0 ,$0 ,"$9,225,000 ","$49,740,300 ",45.00%,45.00%,$0 ,$0 ,427,427,"34,500","530,809","35,844,660","4,621,094",4.18%,4.18%,"6,412,519",5.80%,5.80%,"$258,862 ",$208 ,"$116,488 ",$94 ,"$15,018 ",$12.08 ,"4,204","$2,462,233,935 ","$585,688 ","$47,389,327 ","$127,531,883 ","$30,336 ","$8,110,416 ","$9,833,185 ","$117,698,698 ","$23,529,147 ",0.96%,1.02%,5.18%,5.42%,"25,494,899","$6,064 ",1.04%,1.08%
10271,1,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,0.00%,$0 ,$0 ,0,0,"49,614","1,736,513",0,0,#DIV/0!,0.00%,0,#DIV/0!,0.00%,#DIV/0!,$0 ,#DIV/0!,$0 ,#DIV/0!,$0.00 ,"8,561","$3,957,978,170 ","$462,327 ","$82,137,665 ","$216,536,498 ","$25,293 ","$21,664,372 ","$26,801,177 ","$189,735,321 ","$37,929,988 ",0.96%,1.04%,5.47%,5.67%,"43,287,811","$5,056 ",1.09%,1.13%
10280,"3,363","$277,393,280 ","$1,529,667,022 ","$124,802,775 ","$596,100,362 ","$124,802,775 ","$596,052,303 ","$124,826,988 ","$688,350,236 ",45.00%,45.00%,"$124,826,988 ","$688,288,346 ","5,485","5,473","2,393,303","9,962,892","48,059","6,196",0.00%,0.00%,"88,742,112",5.80%,5.80%,"$279,493 ",$154 ,"$125,772 ",$69 ,"$16,215 ",$8.91 ,"10,211","$5,581,361,153 ","$546,603 ","$112,381,100 ","$297,102,421 ","$29,096 ","$24,113,100 ","$29,204,773 ","$267,897,648 ","$53,555,419 ",0.96%,1.07%,5.32%,5.73%,"59,393,745","$5,817 ",1.06%,1.15%
10282,449,"$71,491,381 ","$1,123,026,004 ","$31,324,836 ","$418,697,412 ","$31,324,836 ","$418,697,412 ","$32,171,119 ","$505,361,702 ",45.00%,45.00%,"$32,171,119 ","$505,361,702 ","3,166","3,154","312,436","5,718,138",0,0,0.00%,0.00%,"65,151,231",5.80%,5.80%,"$356,064 ",$196 ,"$160,229 ",$88 ,"$20,657 ",$11.39 ,"5,723","$2,336,081,005 ","$408,192 ","$61,221,755 ","$124,739,136 ","$21,796 ","$10,275,283 ","$11,820,199 ","$112,918,937 ","$22,573,625 ",0.97%,1.02%,5.34%,5.45%,"24,936,601","$4,357 ",1.07%,1.09%
10128,"5,627","$1,794,414,353 ","$8,441,284,383 ","$727,687,026 ","$3,138,049,341 ","$68,371,918 ","$246,896,793 ","$734,354,998 ","$3,584,891,973 ",42.47%,45.00%,"$69,081,527 ","$279,340,298 ","36,345","35,506","28,350,232","48,733,044","2,889,151,277","372,469,383",4.41%,5.17%,"462,164,273",5.48%,5.80%,"$237,742 ",$173 ,"$100,966 ",$74 ,"$13,017 ",$9.48 ,"19,860","$9,843,465,405 ","$495,643 ","$203,592,351 ","$534,172,577 ","$26,897 ","$53,362,009 ","$64,660,418 ","$469,512,159 ","$93,860,176 ",0.95%,1.06%,5.43%,5.72%,"106,786,440","$5,377 ",1.08%,1.14%
10129,13,"$5,645,564 ","$60,898,998 ","$2,513,835 ","$22,807,225 ","$219,124 ","$574,374 ","$2,540,506 ","$27,404,551 ",45.00%,45.00%,"$230,130 ","$659,140 ",201,191,"34,565","382,157","22,232,851","2,866,259",4.71%,4.31%,"3,532,995",5.80%,5.80%,"$318,843 ",$159 ,"$143,479 ",$72 ,"$18,497 ",$9.24 ,"23,769","$11,057,906,823 ","$465,224 ","$223,041,643 ","$577,202,061 ","$24,284 ","$53,960,176 ","$67,312,707 ","$509,889,354 ","$101,931,981 ",0.92%,1.04%,5.22%,5.61%,"115,388,464","$4,855 ",1.04%,1.12%
10301,879,"$117,868,053 ","$425,002,985 ","$34,817,290 ","$138,472,444 ","$11,241,514 ","$31,932,360 ","$41,009,718 ","$155,074,957 ",36.49%,45.00%,"$13,712,419 ","$35,809,113 ","7,399","7,318","12,355,622","7,871,397","106,038,334","13,670,462",3.22%,4.70%,"19,992,263",4.70%,5.80%,"$58,076 ",$54 ,"$21,191 ",$20 ,"$2,732 ",$2.54 ,532,"$205,100,133 ","$385,527 ","$3,956,085 ","$8,490,400 ","$15,959 ","$1,875,903 ","$4,536,129 ","$3,954,271 ","$790,498 ",0.39%,0.35%,4.14%,2.99%,"1,697,316","$3,190 ",0.83%,0.60%
10302,91,"$18,162,000 ","$59,099,001 ","$4,682,264 ","$15,733,640 ","$550,000 ","$2,420,841 ","$5,312,624 ","$16,816,252 ",28.45%,20.62%,"$770,860 ","$2,621,859 ",938,886,"894,772","751,585","13,277,969","1,711,796",2.90%,2.17%,"2,167,951",3.67%,2.66%,"$66,703 ",$79 ,"$18,980 ",$22 ,"$2,447 ",$2.88 ,598,"$260,845,567 ","$436,197 ","$3,299,766 ","$8,209,682 ","$13,729 ","$723,614 ","$1,886,524 ","$6,323,158 ","$1,264,063 ",0.48%,0.43%,3.15%,2.46%,"1,641,198","$2,744 ",0.63%,0.49%
10303,77,"$31,511,000 ","$77,877,000 ","$11,458,661 ","$25,736,039 ","$8,816,456 ","$18,944,261 ","$12,488,801 ","$30,208,136 ",38.79%,19.63%,"$9,867,566 ","$23,017,247 ","1,749","1,725","3,583,715","2,890,425","6,790,752","875,464",1.12%,2.01%,"3,894,433",5.00%,2.53%,"$45,146 ",$27 ,"$17,512 ",$10 ,"$2,258 ",$1.35 ,"1,200","$517,030,540 ","$430,859 ","$8,551,542 ","$20,309,912 ","$16,925 ","$1,345,343 ","$2,605,220 ","$17,704,692 ","$3,539,345 ",0.68%,0.66%,3.93%,3.74%,"4,060,155","$3,383 ",0.79%,0.75%
10304,481,"$78,514,632 ","$311,367,457 ","$23,356,815 ","$107,621,562 ","$7,477,715 ","$58,307,248 ","$27,982,345 ","$122,598,828 ",39.37%,45.00%,"$10,200,338 ","$68,299,578 ","6,016","5,928","22,754,302","5,921,568","49,198,862","6,342,717",2.04%,5.07%,"15,805,441",5.08%,5.80%,"$52,525 ",$53 ,"$20,681 ",$21 ,"$2,666 ",$2.67 ,790,"$298,208,133 ","$377,479 ","$4,414,365 ","$12,410,785 ","$15,710 ","$826,791 ","$2,580,446 ","$9,830,339 ","$1,965,183 ",0.66%,0.64%,4.16%,4.57%,"2,481,040","$3,141 ",0.83%,0.91%
10305,488,"$50,532,744 ","$161,918,331 ","$16,599,181 ","$50,654,653 ","$6,527,849 ","$19,143,630 ","$19,083,653 ","$64,052,541 ",39.56%,45.00%,"$7,861,451 ","$27,012,983 ","2,970","2,918","12,742,044","3,287,446","31,488,535","4,059,502",2.51%,4.96%,"8,257,654",5.10%,5.80%,"$55,489 ",$49 ,"$21,951 ",$19 ,"$2,830 ",$2.51 ,952,"$372,681,291 ","$391,472 ","$6,233,227 ","$15,986,609 ","$16,793 ","$932,965 ","$3,377,365 ","$12,609,244 ","$2,520,714 ",0.68%,0.61%,4.29%,4.27%,"3,195,883","$3,357 ",0.86%,0.85%
10306,501,"$52,756,013 ","$157,898,496 ","$17,038,547 ","$50,738,679 ","$2,746,551 ","$7,931,187 ","$20,112,317 ","$62,554,952 ",39.62%,45.00%,"$2,770,043 ","$8,300,089 ","2,995","2,943","11,503,467","3,371,270","42,802,880","5,518,147",3.49%,5.02%,"8,064,584",5.11%,5.80%,"$53,652 ",$47 ,"$21,256 ",$19 ,"$2,740 ",$2.39 ,"1,860","$690,379,703 ","$371,172 ","$8,932,313 ","$25,305,248 ","$13,605 ","$1,733,488 ","$6,325,182 ","$18,980,066 ","$3,794,305 ",0.55%,0.52%,3.67%,3.31%,"5,058,772","$2,720 ",0.73%,0.66%
10307,20,"$3,344,000 ","$8,916,330 ","$933,031 ","$2,530,367 ","$148,957 ","$377,220 ","$972,541 ","$2,926,689 ",32.82%,25.98%,"$150,398 ","$370,793 ",105,89,"342,778","208,425","2,151,706","277,398",3.11%,1.80%,"377,309",4.23%,3.35%,"$100,183 ",$43 ,"$32,884 ",$14 ,"$4,239 ",$1.81 ,"1,658","$680,971,092 ","$410,718 ","$10,355,042 ","$26,792,979 ","$16,160 ","$1,772,155 ","$4,907,264 ","$21,885,715 ","$4,375,173 ",0.64%,0.65%,3.93%,4.06%,"5,356,184","$3,231 ",0.79%,0.81%
10308,145,"$8,529,697 ","$22,675,809 ","$2,951,665 ","$7,649,413 ","$511,318 ","$1,350,533 ","$3,004,320 ","$8,816,076 ",38.88%,45.00%,"$521,750 ","$1,519,934 ",385,377,"1,641,051","1,042,573","6,298,880","812,052",3.58%,3.86%,"1,136,569",5.01%,5.80%,"$60,148 ",$22 ,"$23,385 ",$8 ,"$3,015 ",$1.09 ,"1,375","$584,590,303 ","$425,157 ","$9,440,463 ","$25,829,382 ","$18,785 ","$1,399,004 ","$2,719,192 ","$23,110,190 ","$4,619,958 ",0.79%,0.82%,4.42%,4.43%,"5,163,552","$3,755 ",0.88%,0.89%
10309,14,"$636,000 ","$2,507,000 ","$135,738 ","$699,173 ","$35,913 ","$335,233 ","$135,738 ","$699,173 ",27.89%,0.00%,"$35,913 ","$335,233 ",20,18,"1,746,366","1,277,275","363,940","46,919",1.87%,0.00%,"90,137",3.60%,0.00%,"$139,278 ",$2 ,"$38,843 ",$1 ,"$5,008 ",$0.07 ,"1,820","$671,867,642 ","$369,158 ","$12,183,510 ","$30,340,593 ","$16,671 ","$1,929,132 ","$4,909,612 ","$25,430,981 ","$5,083,907 ",0.76%,0.79%,4.52%,5.00%,"6,065,388","$3,333 ",0.90%,1.00%
10310,166,"$32,853,999 ","$83,622,995 ","$10,329,205 ","$26,868,031 ","$5,442,202 ","$13,885,696 ","$11,510,475 ","$30,246,152 ",36.17%,36.41%,"$6,232,600 ","$16,214,719 ","1,776","1,738","3,360,794","1,586,892","12,963,975","1,671,316",2.00%,3.85%,"3,899,334",4.66%,4.69%,"$48,114 ",$53 ,"$17,403 ",$19 ,"$2,244 ",$2.46 ,"1,854","$767,556,600 ","$414,000 ","$13,745,577 ","$37,034,907 ","$19,976 ","$1,963,185 ","$5,240,577 ","$31,794,330 ","$6,356,005 ",0.83%,0.92%,4.83%,5.29%,"7,403,648","$3,993 ",0.96%,1.06%
10312,109,"$5,354,980 ","$13,340,128 ","$1,321,106 ","$3,857,714 ","$86,155 ","$322,539 ","$1,321,106 ","$4,341,813 ",32.55%,45.00%,"$86,456 ","$346,435 ",205,198,"1,629,466","944,339","3,535,175","455,755",3.42%,3.86%,"559,747",4.20%,5.80%,"$67,374 ",$14 ,"$21,928 ",$5 ,"$2,827 ",$0.59 ,"4,292","$2,061,872,236 ","$480,399 ","$40,288,721 ","$112,548,598 ","$26,223 ","$8,570,778 ","$12,412,046 ","$100,136,552 ","$20,018,298 ",0.97%,1.05%,5.46%,5.60%,"22,499,590","$5,242 ",1.09%,1.12%
10314,"1,213","$38,988,531 ","$135,592,968 ","$14,146,122 ","$53,719,876 ","$4,746,077 ","$17,861,496 ","$15,886,279 ","$57,082,668 ",42.10%,45.00%,"$5,060,067 ","$15,315,696 ","2,555","2,531","73,357,986","7,822,093","35,836,780","4,620,078",3.41%,5.02%,"7,359,098",5.43%,5.80%,"$53,573 ",$17 ,"$22,553 ",$7 ,"$2,908 ",$0.94 ,"3,683","$1,655,038,968 ","$449,373 ","$31,669,806 ","$89,498,686 ","$24,300 ","$5,712,015 ","$8,385,085 ","$81,113,601 ","$16,215,420 ",0.98%,1.04%,5.41%,5.53%,"17,891,682","$4,858 ",1.08%,1.10%
10451,452,"$77,902,231 ","$902,301,148 ","$31,685,402 ","$344,630,348 ","$21,019,816 ","$245,065,398 ","$32,932,063 ","$389,253,253 ",43.14%,45.00%,"$21,325,177 ","$270,406,943 ","19,724","19,323","8,440,605","21,013,093","99,157,511","12,783,386",1.42%,0.30%,"50,182,529",5.56%,5.80%,"$46,696 ",$43 ,"$20,145 ",$19 ,"$2,597 ",$2.39 ,"1,798","$1,202,234,719 ","$668,651 ","$22,269,277 ","$54,328,118 ","$30,216 ","$5,458,815 ","$7,098,015 ","$47,230,103 ","$9,441,770 ",0.79%,0.87%,4.52%,4.69%,"10,860,734","$6,040 ",0.90%,0.94%
10452,540,"$90,511,808 ","$1,001,851,828 ","$35,683,125 ","$375,175,290 ","$13,413,479 ","$143,739,292 ","$38,864,637 ","$434,532,422 ",43.37%,45.00%,"$14,098,536 ","$173,569,178 ","26,354","25,927","6,797,430","25,596,632","223,088,323","28,760,547",2.87%,1.97%,"56,019,920",5.59%,5.80%,"$38,641 ",$39 ,"$16,760 ",$17 ,"$2,161 ",$2.19 ,"1,493","$699,831,446 ","$468,742 ","$15,060,146 ","$36,475,884 ","$24,431 ","$2,684,788 ","$3,439,453 ","$33,036,431 ","$6,604,313 ",0.94%,1.01%,5.21%,5.53%,"7,291,894","$4,884 ",1.04%,1.11%
10453,563,"$96,773,076 ","$1,039,092,445 ","$37,535,289 ","$387,746,687 ","$14,959,220 ","$173,719,183 ","$40,615,992 ","$453,929,404 ",43.69%,45.00%,"$17,065,160 ","$211,996,150 ","37,792","37,485","7,113,824","25,485,841","210,495,390","27,137,066",2.61%,4.10%,"58,520,579",5.63%,5.80%,"$27,720 ",$41 ,"$12,110 ",$18 ,"$1,561 ",$2.30 ,"2,377","$1,293,336,639 ","$544,105 ","$27,441,078 ","$69,712,140 ","$29,328 ","$6,643,087 ","$8,850,474 ","$60,861,666 ","$12,166,856 ",0.94%,1.05%,5.39%,5.76%,"13,936,154","$5,863 ",1.08%,1.15%
10454,378,"$52,075,929 ","$709,469,037 ","$18,038,148 ","$254,051,274 ","$13,373,461 ","$200,746,765 ","$18,254,955 ","$285,402,093 ",40.23%,45.00%,"$13,368,774 ","$224,210,095 ","13,425","13,117","3,908,071","13,635,239","52,831,163","6,810,994",0.96%,0.91%,"36,794,038",5.19%,5.80%,"$54,088 ",$52 ,"$21,758 ",$21 ,"$2,805 ",$2.70 ,5,"$24,812,000 ","$4,962,400 ","$514,803 ","$514,803 ","$102,961 ","$514,803 ","$514,803 ",$0 ,$0 ,0.00%,0.00%,2.07%,2.24%,"102,914","$20,583 ",0.41%,0.45%
10455,425,"$65,157,476 ","$622,398,687 ","$21,906,516 ","$218,769,895 ","$14,159,868 ","$157,742,206 ","$26,444,858 ","$253,789,316 ",40.78%,45.00%,"$16,866,108 ","$182,014,354 ","14,092","13,786","3,934,326","12,898,554","60,246,977","7,767,040",1.25%,1.12%,"32,718,519",5.26%,5.80%,"$45,147 ",$48 ,"$18,409 ",$20 ,"$2,373 ",$2.54 ,"3,226","$1,472,622,876 ","$456,486 ","$26,638,139 ","$75,957,395 ","$23,545 ","$4,030,295 ","$7,182,310 ","$68,775,085 ","$13,748,827 ",0.93%,0.99%,5.16%,5.24%,"15,184,643","$4,707 ",1.03%,1.05%
10456,804,"$115,030,112 ","$1,143,378,082 ","$43,503,861 ","$417,877,812 ","$24,784,662 ","$267,536,435 ","$45,775,935 ","$479,280,982 ",41.92%,45.00%,"$26,703,097 ","$310,130,805 ","27,694","27,262","8,624,516","27,812,102","144,823,347","18,670,626",1.63%,1.08%,"61,788,904",5.40%,5.80%,"$41,940 ",$41 ,"$17,581 ",$17 ,"$2,266 ",$2.22 ,749,"$356,160,600 ","$475,515 ","$5,637,687 ","$15,100,375 ","$20,161 ","$975,694 ","$1,890,466 ","$13,209,909 ","$2,640,793 ",0.74%,0.80%,4.24%,4.24%,"3,018,716","$4,030 ",0.85%,0.85%
10457,660,"$92,920,933 ","$1,011,055,063 ","$33,522,705 ","$364,064,315 ","$16,262,796 ","$155,092,936 ","$36,184,347 ","$415,894,278 ",41.13%,45.00%,"$17,874,363 ","$176,534,081 ","23,325","22,961","5,713,321","21,295,947","206,990,802","26,685,254",2.64%,2.22%,"53,617,090",5.30%,5.80%,"$44,034 ",$47 ,"$18,113 ",$20 ,"$2,335 ",$2.52 ,"20,240","$8,749,025,294 ","$432,264 ","$168,982,915 ","$474,810,719 ","$23,459 ","$30,826,188 ","$44,167,010 ","$430,643,709 ","$86,089,984 ",0.98%,1.05%,5.43%,5.58%,"94,919,411","$4,690 ",1.08%,1.12%
